Orthogroup	Mcavernosa.maker.proteins	Pocillopora_acuta_HIv1.genes.pep
OG0000069	Mcavernosa17556-RA, Mcavernosa09501-RA, Mcavernosa17557-RA	Pocillopora_acuta_HIv1_PredGene_g16639.t1
OG0000070	Mcavernosa08157-RA	Pocillopora_acuta_HIv1_PredGene_g3668.t1, Pocillopora_acuta_HIv1_PredGene_g30263.t1
OG0000071	Mcavernosa12460-RA, Mcavernosa12461-RA, Mcavernosa12462-RA, Mcavernosa12464-RA, Mcavernosa12458-RA, Mcavernosa12456-RA, Mcavernosa12459-RA	Pocillopora_acuta_HIv1_PredGene_g19810.t1
OG0000072	Mcavernosa35142-RA, Mcavernosa20647-RA, Mcavernosa04771-RA	Pocillopora_acuta_HIv1_PredGene_g131.t1, Pocillopora_acuta_HIv1_PredGene_g3565.t1, Pocillopora_acuta_HIv1_PredGene_g26732.t1, Pocillopora_acuta_HIv1_PredGene_g748.t1, Pocillopora_acuta_HIv1_PredGene_g16655.t1, Pocillopora_acuta_HIv1_PredGene_g5846.t1, Pocillopora_acuta_HIv1_PredGene_g17219.t1
OG0000072	Mcavernosa28578-RA	Pocillopora_acuta_HIv1_PredGene_g2153.t1, Pocillopora_acuta_HIv1_PredGene_g2158.t1, Pocillopora_acuta_HIv1_PredGene_g5063.t1, Pocillopora_acuta_HIv1_PredGene_g2156.t1, Pocillopora_acuta_HIv1_PredGene_g5066.t1, Pocillopora_acuta_HIv1_PredGene_g2143.t1, Pocillopora_acuta_HIv1_PredGene_g2148.t1
OG0000074	Mcavernosa29092-RA, Mcavernosa19091-RA	Pocillopora_acuta_HIv1_PredGene_g151.t1
OG0000075	Mcavernosa31903-RA	Pocillopora_acuta_HIv1_PredGene_g505.t1
OG0000076	Mcavernosa11352-RA	Pocillopora_acuta_HIv1_PredGene_g5242.t1
OG0000077	Mcavernosa16149-RA, Mcavernosa32819-RA, Mcavernosa34677-RA, Mcavernosa22487-RA, Mcavernosa15349-RA	Pocillopora_acuta_HIv1_PredGene_g18165.t1, Pocillopora_acuta_HIv1_PredGene_g18166.t1, Pocillopora_acuta_HIv1_PredGene_g30790.t1, Pocillopora_acuta_HIv1_PredGene_g3469.t1, Pocillopora_acuta_HIv1_PredGene_g28252.t1, Pocillopora_acuta_HIv1_PredGene_19705_t
OG0000080	Mcavernosa04235-RA	Pocillopora_acuta_HIv1_PredGene_g15508.t1
OG0000081	Mcavernosa11573-RA	Pocillopora_acuta_HIv1_PredGene_g17404.t1
OG0000082	Mcavernosa14362-RA	Pocillopora_acuta_HIv1_PredGene_g5842.t1, Pocillopora_acuta_HIv1_PredGene_g15345.t1, Pocillopora_acuta_HIv1_PredGene_g17562.t1, Pocillopora_acuta_HIv1_PredGene_g29957.t1
OG0000082	Mcavernosa31272-RA	Pocillopora_acuta_HIv1_PredGene_g32057.t1, Pocillopora_acuta_HIv1_PredGene_g32344.t1, Pocillopora_acuta_HIv1_PredGene_g29349.t1, Pocillopora_acuta_HIv1_PredGene_g27059.t1, Pocillopora_acuta_HIv1_PredGene_g6877.t1, Pocillopora_acuta_HIv1_PredGene_g24285.t1, Pocillopora_acuta_HIv1_PredGene_g33201.t1, Pocillopora_acuta_HIv1_PredGene_g17550.t1, Pocillopora_acuta_HIv1_PredGene_g11274.t1, Pocillopora_acuta_HIv1_PredGene_g8847.t1, Pocillopora_acuta_HIv1_PredGene_g6054.t1, Pocillopora_acuta_HIv1_PredGene_g23243.t1, Pocillopora_acuta_HIv1_PredGene_g9586.t1, Pocillopora_acuta_HIv1_PredGene_g25164.t1, Pocillopora_acuta_HIv1_PredGene_g31959.t1, Pocillopora_acuta_HIv1_PredGene_g1801.t1, Pocillopora_acuta_HIv1_PredGene_g10673.t1
OG0000084	Mcavernosa24871-RA	Pocillopora_acuta_HIv1_PredGene_g20869.t1
OG0000084	Mcavernosa08142-RA, Mcavernosa21542-RA, Mcavernosa29104-RA	Pocillopora_acuta_HIv1_PredGene_g1309.t1, Pocillopora_acuta_HIv1_PredGene_g29610.t1
OG0000085	Mcavernosa34441-RA, Mcavernosa01371-RA	Pocillopora_acuta_HIv1_PredGene_g11168.t1, Pocillopora_acuta_HIv1_PredGene_g11166.t1
OG0000086	Mcavernosa29534-RA	Pocillopora_acuta_HIv1_PredGene_g24884.t1
OG0000087	Mcavernosa21457-RA, Mcavernosa31374-RA, Mcavernosa05769-RA, Mcavernosa25668-RA, Mcavernosa18963-RA, Mcavernosa11849-RA	Pocillopora_acuta_HIv1_PredGene_g13441.t3, Pocillopora_acuta_HIv1_PredGene_g13441.t2, Pocillopora_acuta_HIv1_PredGene_g13441.t1, Pocillopora_acuta_HIv1_PredGene_g5934.t1, Pocillopora_acuta_HIv1_PredGene_g29031.t1, Pocillopora_acuta_HIv1_PredGene_g9608.t1, Pocillopora_acuta_HIv1_PredGene_g9610.t1, Pocillopora_acuta_HIv1_PredGene_g5926.t1, Pocillopora_acuta_HIv1_PredGene_g5936.t1
OG0000088	Mcavernosa11680-RA	Pocillopora_acuta_HIv1_PredGene_g25927.t1, Pocillopora_acuta_HIv1_PredGene_g23335.t1
OG0000088	Mcavernosa11683-RA	Pocillopora_acuta_HIv1_PredGene_g23333.t1, Pocillopora_acuta_HIv1_PredGene_g25925.t1
OG0000088	Mcavernosa11684-RA	Pocillopora_acuta_HIv1_PredGene_g21430.t1
OG0000089	Mcavernosa30315-RA	Pocillopora_acuta_HIv1_PredGene_g1927.t1, Pocillopora_acuta_HIv1_PredGene_g6150.t1, Pocillopora_acuta_HIv1_PredGene_g10521.t1, Pocillopora_acuta_HIv1_PredGene_g16402.t1, Pocillopora_acuta_HIv1_PredGene_g27548.t1, Pocillopora_acuta_HIv1_PredGene_g23499.t1, Pocillopora_acuta_HIv1_PredGene_g1585.t1, Pocillopora_acuta_HIv1_PredGene_g19096.t1, Pocillopora_acuta_HIv1_PredGene_g26791.t1
OG0000089	Mcavernosa14214-RA	Pocillopora_acuta_HIv1_PredGene_g24697.t1, Pocillopora_acuta_HIv1_PredGene_g24697.t2
OG0000089	Mcavernosa06788-RA	Pocillopora_acuta_HIv1_PredGene_g14483.t1
OG0000093	Mcavernosa08536-RA, Mcavernosa34471-RA, Mcavernosa09533-RA, Mcavernosa27476-RA	Pocillopora_acuta_HIv1_PredGene_g6770.t1
OG0000093	Mcavernosa25805-RA, Mcavernosa09305-RA, Mcavernosa09294-RA, Mcavernosa19793-RA, Mcavernosa30196-RA	Pocillopora_acuta_HIv1_PredGene_g6793.t1, Pocillopora_acuta_HIv1_PredGene_g6792.t1, Pocillopora_acuta_HIv1_PredGene_g6751.t1, Pocillopora_acuta_HIv1_PredGene_g6782.t1, Pocillopora_acuta_HIv1_PredGene_g6773.t1, Pocillopora_acuta_HIv1_PredGene_g6755.t1, Pocillopora_acuta_HIv1_PredGene_g6768.t1
OG0000093	Mcavernosa35053-RA	Pocillopora_acuta_HIv1_PredGene_g21000.t1
OG0000093	Mcavernosa02621-RA, Mcavernosa02620-RA	Pocillopora_acuta_HIv1_PredGene_g6767.t1
OG0000094	Mcavernosa29661-RA	Pocillopora_acuta_HIv1_PredGene_g5910.t1, Pocillopora_acuta_HIv1_PredGene_g5912.t1, Pocillopora_acuta_HIv1_PredGene_g5212.t1, Pocillopora_acuta_HIv1_PredGene_g5213.t1, Pocillopora_acuta_HIv1_PredGene_g5211.t1
OG0000095	Mcavernosa34922-RA, Mcavernosa29646-RA, Mcavernosa00664-RA, Mcavernosa15010-RA, Mcavernosa15008-RA, Mcavernosa23096-RA	Pocillopora_acuta_HIv1_PredGene_g6068.t1, Pocillopora_acuta_HIv1_PredGene_g6062.t1, Pocillopora_acuta_HIv1_PredGene_g6062.t3, Pocillopora_acuta_HIv1_PredGene_g13470.t1, Pocillopora_acuta_HIv1_PredGene_g13464.t3, Pocillopora_acuta_HIv1_PredGene_g13464.t2, Pocillopora_acuta_HIv1_PredGene_g13464.t1, Pocillopora_acuta_HIv1_PredGene_g6062.t2
OG0000096	Mcavernosa05993-RA, Mcavernosa32556-RA	Pocillopora_acuta_HIv1_PredGene_g33526.t1
OG0000096	Mcavernosa33283-RA	Pocillopora_acuta_HIv1_PredGene_g32229.t1
OG0000097	Mcavernosa22353-RA	Pocillopora_acuta_HIv1_PredGene_g25707.t1
OG0000098	Mcavernosa19097-RA, Mcavernosa03269-RA, Mcavernosa03270-RA	Pocillopora_acuta_HIv1_PredGene_g2818.t1
OG0000098	Mcavernosa03259-RA	Pocillopora_acuta_HIv1_PredGene_g15702.t1
OG0000098	Mcavernosa03262-RA, Mcavernosa03267-RA	Pocillopora_acuta_HIv1_PredGene_g15699.t1
OG0000098	Mcavernosa23945-RA, Mcavernosa03264-RA	Pocillopora_acuta_HIv1_PredGene_g15701.t1, Pocillopora_acuta_HIv1_PredGene_g15700.t1
OG0000099	Mcavernosa08711-RA	Pocillopora_acuta_HIv1_PredGene_g29536.t1
OG0000099	Mcavernosa33915-RA	Pocillopora_acuta_HIv1_PredGene_g29107.t1, Pocillopora_acuta_HIv1_PredGene_g29105.t1, Pocillopora_acuta_HIv1_PredGene_g29104.t1, Pocillopora_acuta_HIv1_PredGene_g9974.t1, Pocillopora_acuta_HIv1_PredGene_g9970.t1, Pocillopora_acuta_HIv1_PredGene_g29112.t1, Pocillopora_acuta_HIv1_PredGene_g9972.t1, Pocillopora_acuta_HIv1_PredGene_g29110.t1, Pocillopora_acuta_HIv1_PredGene_g29106.t1, Pocillopora_acuta_HIv1_PredGene_g9971.t1, Pocillopora_acuta_HIv1_PredGene_g29111.t1, Pocillopora_acuta_HIv1_PredGene_g9973.t1, Pocillopora_acuta_HIv1_PredGene_g29113.t1
OG0000099	Mcavernosa33916-RA	Pocillopora_acuta_HIv1_PredGene_g29108.t1
OG0000100	Mcavernosa02733-RA	Pocillopora_acuta_HIv1_PredGene_g21002.t1, Pocillopora_acuta_HIv1_PredGene_g21003.t1, Pocillopora_acuta_HIv1_PredGene_g4630.t1, Pocillopora_acuta_HIv1_PredGene_g4631.t1, Pocillopora_acuta_HIv1_PredGene_g4633.t1, Pocillopora_acuta_HIv1_PredGene_g4642.t1, Pocillopora_acuta_HIv1_PredGene_g8192.t1, Pocillopora_acuta_HIv1_PredGene_g4636.t1, Pocillopora_acuta_HIv1_PredGene_g4636.t2, Pocillopora_acuta_HIv1_PredGene_g4632.t1, Pocillopora_acuta_HIv1_PredGene_g4634.t1, Pocillopora_acuta_HIv1_PredGene_g4637.t1, Pocillopora_acuta_HIv1_PredGene_g4635.t1, Pocillopora_acuta_HIv1_PredGene_g4638.t1
OG0000100	Mcavernosa29219-RA	Pocillopora_acuta_HIv1_PredGene_g12618.t1
OG0000102	Mcavernosa25556-RA	Pocillopora_acuta_HIv1_PredGene_g13521.t1, Pocillopora_acuta_HIv1_PredGene_g13521.t3, Pocillopora_acuta_HIv1_PredGene_g13521.t2, Pocillopora_acuta_HIv1_PredGene_g15871.t1, Pocillopora_acuta_HIv1_PredGene_g15871.t2, Pocillopora_acuta_HIv1_PredGene_g13529.t1
OG0000102	Mcavernosa34437-RA	Pocillopora_acuta_HIv1_PredGene_g13544.t1, Pocillopora_acuta_HIv1_PredGene_g13533.t1, Pocillopora_acuta_HIv1_PredGene_g15880.t1
OG0000102	Mcavernosa27455-RA, Mcavernosa10569-RA, Mcavernosa35121-RA	Pocillopora_acuta_HIv1_PredGene_g13528.t1, Pocillopora_acuta_HIv1_PredGene_g13531.t1, Pocillopora_acuta_HIv1_PredGene_24441_t, Pocillopora_acuta_HIv1_PredGene_g15885.t1, Pocillopora_acuta_HIv1_PredGene_g13524.t1, Pocillopora_acuta_HIv1_PredGene_24432_t
OG0000104	Mcavernosa14898-RA	Pocillopora_acuta_HIv1_PredGene_g12775.t1
OG0000104	Mcavernosa10842-RA	Pocillopora_acuta_HIv1_PredGene_g13371.t1, Pocillopora_acuta_HIv1_PredGene_g29900.t1
OG0000109	Mcavernosa07350-RA	Pocillopora_acuta_HIv1_PredGene_g16732.t1, Pocillopora_acuta_HIv1_PredGene_g31304.t1
OG0000109	Mcavernosa32969-RA	Pocillopora_acuta_HIv1_PredGene_g10441.t1, Pocillopora_acuta_HIv1_PredGene_g13173.t1
OG0000109	Mcavernosa25498-RA, Mcavernosa29817-RA	Pocillopora_acuta_HIv1_PredGene_g15510.t1, Pocillopora_acuta_HIv1_PredGene_g6028.t1
OG0000112	Mcavernosa28640-RA	Pocillopora_acuta_HIv1_PredGene_g10297.t1, Pocillopora_acuta_HIv1_PredGene_g16148.t1, Pocillopora_acuta_HIv1_PredGene_g27046.t1
OG0000113	Mcavernosa23998-RA	Pocillopora_acuta_HIv1_PredGene_g17701.t1, Pocillopora_acuta_HIv1_PredGene_g12153.t1
OG0000113	Mcavernosa04729-RA, Mcavernosa34219-RA, Mcavernosa34082-RA, Mcavernosa32872-RA, Mcavernosa34925-RA, Mcavernosa30310-RA	Pocillopora_acuta_HIv1_PredGene_g2077.t1
OG0000114	Mcavernosa18242-RA	Pocillopora_acuta_HIv1_PredGene_g32251.t1
OG0000114	Mcavernosa11164-RA, Mcavernosa24343-RA	Pocillopora_acuta_HIv1_PredGene_g12481.t1
OG0000114	Mcavernosa04081-RA	Pocillopora_acuta_HIv1_PredGene_g2914.t1, Pocillopora_acuta_HIv1_PredGene_g11411.t1
OG0000115	Mcavernosa22457-RA	Pocillopora_acuta_HIv1_PredGene_g10834.t1, Pocillopora_acuta_HIv1_PredGene_g11271.t1, Pocillopora_acuta_HIv1_PredGene_g27527.t1, Pocillopora_acuta_HIv1_PredGene_g8456.t1, Pocillopora_acuta_HIv1_PredGene_g32935.t1, Pocillopora_acuta_HIv1_PredGene_g15304.t1
OG0000116	Mcavernosa22527-RA	Pocillopora_acuta_HIv1_PredGene_g16541.t1
OG0000116	Mcavernosa34605-RA, Mcavernosa34606-RA	Pocillopora_acuta_HIv1_PredGene_g32838.t1, Pocillopora_acuta_HIv1_PredGene_g16538.t1
OG0000117	Mcavernosa06028-RA, Mcavernosa03666-RA, Mcavernosa29527-RA, Mcavernosa06032-RA, Mcavernosa06031-RA, Mcavernosa06036-RA	Pocillopora_acuta_HIv1_PredGene_g27505.t1, Pocillopora_acuta_HIv1_PredGene_g25253.t1
OG0000118	Mcavernosa05771-RA, Mcavernosa30591-RA	Pocillopora_acuta_HIv1_PredGene_g9446.t1
OG0000119	Mcavernosa27333-RA, Mcavernosa21846-RA, Mcavernosa27334-RA, Mcavernosa14635-RA, Mcavernosa35067-RA, Mcavernosa35066-RA, Mcavernosa27335-RA, Mcavernosa33983-RA, Mcavernosa33752-RA, Mcavernosa30962-RA, Mcavernosa14470-RA, Mcavernosa19077-RA, Mcavernosa11134-RA, Mcavernosa09979-RA, Mcavernosa20415-RA, Mcavernosa20621-RA	Pocillopora_acuta_HIv1_PredGene_g5293.t1
OG0000122	Mcavernosa19226-RA	Pocillopora_acuta_HIv1_PredGene_g19384.t1, Pocillopora_acuta_HIv1_PredGene_g33564.t1, Pocillopora_acuta_HIv1_PredGene_g2017.t1, Pocillopora_acuta_HIv1_PredGene_g16156.t1, Pocillopora_acuta_HIv1_PredGene_g8651.t1, Pocillopora_acuta_HIv1_PredGene_g27244.t1, Pocillopora_acuta_HIv1_PredGene_g27245.t1, Pocillopora_acuta_HIv1_PredGene_g19383.t1
OG0000122	Mcavernosa35125-RA	Pocillopora_acuta_HIv1_PredGene_g8424.t1
OG0000122	Mcavernosa08390-RA	Pocillopora_acuta_HIv1_PredGene_g27335.t1
OG0000122	Mcavernosa23864-RA	Pocillopora_acuta_HIv1_PredGene_g26106.t1
OG0000122	Mcavernosa35026-RA	Pocillopora_acuta_HIv1_PredGene_g3538.t1
OG0000122	Mcavernosa21836-RA	Pocillopora_acuta_HIv1_PredGene_g4215.t1
OG0000123	Mcavernosa16634-RA	Pocillopora_acuta_HIv1_PredGene_g3607.t1, Pocillopora_acuta_HIv1_PredGene_g3608.t1
OG0000124	Mcavernosa10442-RA, Mcavernosa32612-RA, Mcavernosa33023-RA, Mcavernosa34109-RA, Mcavernosa05650-RA, Mcavernosa33785-RA, Mcavernosa10443-RA, Mcavernosa22177-RA, Mcavernosa28973-RA, Mcavernosa22182-RA, Mcavernosa17858-RA, Mcavernosa23251-RA	Pocillopora_acuta_HIv1_PredGene_g6207.t1
OG0000125	Mcavernosa33615-RA	Pocillopora_acuta_HIv1_PredGene_g31846.t1, Pocillopora_acuta_HIv1_PredGene_g31842.t1, Pocillopora_acuta_HIv1_PredGene_g28662.t1, Pocillopora_acuta_HIv1_PredGene_g18483.t1, Pocillopora_acuta_HIv1_PredGene_g5745.t1
OG0000125	Mcavernosa10989-RA, Mcavernosa30593-RA	Pocillopora_acuta_HIv1_PredGene_g28712.t1, Pocillopora_acuta_HIv1_PredGene_g8818.t1
OG0000125	Mcavernosa06233-RA	Pocillopora_acuta_HIv1_PredGene_g17802.t1
OG0000126	Mcavernosa31992-RA, Mcavernosa34649-RA, Mcavernosa34540-RA, Mcavernosa33840-RA	Pocillopora_acuta_HIv1_PredGene_g5060.t2, Pocillopora_acuta_HIv1_PredGene_g5060.t1
OG0000127	Mcavernosa26601-RA, Mcavernosa27775-RA	Pocillopora_acuta_HIv1_PredGene_g16877.t1, Pocillopora_acuta_HIv1_PredGene_g23552.t1
OG0000127	Mcavernosa15253-RA	Pocillopora_acuta_HIv1_PredGene_g17233.t1, Pocillopora_acuta_HIv1_PredGene_g32749.t1, Pocillopora_acuta_HIv1_PredGene_g26173.t1, Pocillopora_acuta_HIv1_PredGene_g25353.t1, Pocillopora_acuta_HIv1_PredGene_g22164.t1, Pocillopora_acuta_HIv1_PredGene_g15504.t1, Pocillopora_acuta_HIv1_PredGene_g29693.t1, Pocillopora_acuta_HIv1_PredGene_g5496.t1, Pocillopora_acuta_HIv1_PredGene_g7434.t1, Pocillopora_acuta_HIv1_PredGene_g29253.t1, Pocillopora_acuta_HIv1_PredGene_g13820.t1, Pocillopora_acuta_HIv1_PredGene_g1069.t1
OG0000127	Mcavernosa19214-RA, Mcavernosa33913-RA	Pocillopora_acuta_HIv1_PredGene_g8669.t1, Pocillopora_acuta_HIv1_PredGene_g1070.t1, Pocillopora_acuta_HIv1_PredGene_g10750.t1
OG0000127	Mcavernosa35119-RA, Mcavernosa15254-RA	Pocillopora_acuta_HIv1_PredGene_g21403.t1
OG0000127	Mcavernosa26149-RA, Mcavernosa33077-RA	Pocillopora_acuta_HIv1_PredGene_g10823.t1, Pocillopora_acuta_HIv1_PredGene_g13530.t1, Pocillopora_acuta_HIv1_PredGene_g9440.t1
OG0000128	Mcavernosa23370-RA, Mcavernosa23371-RA, Mcavernosa23369-RA	Pocillopora_acuta_HIv1_PredGene_g10559.t1, Pocillopora_acuta_HIv1_PredGene_g10558.t1
OG0000129	Mcavernosa16235-RA, Mcavernosa16237-RA, Mcavernosa16240-RA, Mcavernosa31508-RA, Mcavernosa16239-RA, Mcavernosa31509-RA	Pocillopora_acuta_HIv1_PredGene_g16775.t1, Pocillopora_acuta_HIv1_PredGene_g16778.t1, Pocillopora_acuta_HIv1_PredGene_g16770.t1, Pocillopora_acuta_HIv1_PredGene_15826_t, Pocillopora_acuta_HIv1_PredGene_g16774.t1, Pocillopora_acuta_HIv1_PredGene_g16771.t1, Pocillopora_acuta_HIv1_PredGene_g16773.t1, Pocillopora_acuta_HIv1_PredGene_g16779.t1
OG0000130	Mcavernosa20101-RA	Pocillopora_acuta_HIv1_PredGene_g5996.t1
OG0000130	Mcavernosa23994-RA, Mcavernosa10157-RA, Mcavernosa04571-RA, Mcavernosa04570-RA	Pocillopora_acuta_HIv1_PredGene_30622_t, Pocillopora_acuta_HIv1_PredGene_g14648.t1
OG0000131	Mcavernosa25694-RA, Mcavernosa26260-RA	Pocillopora_acuta_HIv1_PredGene_g33456.t1, Pocillopora_acuta_HIv1_PredGene_g33458.t1, Pocillopora_acuta_HIv1_PredGene_g6385.t1, Pocillopora_acuta_HIv1_PredGene_g19939.t1
OG0000131	Mcavernosa25681-RA, Mcavernosa34440-RA	Pocillopora_acuta_HIv1_PredGene_g32353.t1, Pocillopora_acuta_HIv1_PredGene_g8650.t1, Pocillopora_acuta_HIv1_PredGene_g176.t1, Pocillopora_acuta_HIv1_PredGene_g9420.t1, Pocillopora_acuta_HIv1_PredGene_g17630.t1, Pocillopora_acuta_HIv1_PredGene_g5897.t1, Pocillopora_acuta_HIv1_PredGene_g11758.t1, Pocillopora_acuta_HIv1_PredGene_g26561.t1, Pocillopora_acuta_HIv1_PredGene_g177.t1, Pocillopora_acuta_HIv1_PredGene_g19485.t1, Pocillopora_acuta_HIv1_PredGene_g33384.t1, Pocillopora_acuta_HIv1_PredGene_g175.t1
OG0000137	Mcavernosa04588-RA, Mcavernosa04594-RA	Pocillopora_acuta_HIv1_PredGene_g14665.t1
OG0000137	Mcavernosa27719-RA, Mcavernosa23987-RA, Mcavernosa33313-RA, Mcavernosa27089-RA	Pocillopora_acuta_HIv1_PredGene_g26155.t1, Pocillopora_acuta_HIv1_PredGene_21943_t
OG0000140	Mcavernosa05587-RA, Mcavernosa17513-RA, Mcavernosa09895-RA, Mcavernosa09896-RA	Pocillopora_acuta_HIv1_PredGene_23126_t, Pocillopora_acuta_HIv1_PredGene_g2137.t1
OG0000140	Mcavernosa05591-RA, Mcavernosa05586-RA, Mcavernosa10052-RA, Mcavernosa28994-RA, Mcavernosa30510-RA, Mcavernosa17512-RA, Mcavernosa25779-RA, Mcavernosa09891-RA	Pocillopora_acuta_HIv1_PredGene_g851.t1, Pocillopora_acuta_HIv1_PredGene_g2189.t1
OG0000145	Mcavernosa01108-RA	Pocillopora_acuta_HIv1_PredGene_g27918.t1
OG0000145	Mcavernosa11469-RA	Pocillopora_acuta_HIv1_PredGene_3926_t, Pocillopora_acuta_HIv1_PredGene_g15587.t1, Pocillopora_acuta_HIv1_PredGene_g15589.t1
OG0000147	Mcavernosa33843-RA	Pocillopora_acuta_HIv1_PredGene_g29224.t1, Pocillopora_acuta_HIv1_PredGene_g29224.t2
OG0000147	Mcavernosa29182-RA, Mcavernosa29288-RA	Pocillopora_acuta_HIv1_PredGene_g33517.t1, Pocillopora_acuta_HIv1_PredGene_g29223.t1, Pocillopora_acuta_HIv1_PredGene_g24021.t1
OG0000150	Mcavernosa18703-RA, Mcavernosa11141-RA, Mcavernosa13029-RA, Mcavernosa15353-RA	Pocillopora_acuta_HIv1_PredGene_g8419.t1
OG0000150	Mcavernosa17617-RA	Pocillopora_acuta_HIv1_PredGene_g23149.t1, Pocillopora_acuta_HIv1_PredGene_g25092.t1, Pocillopora_acuta_HIv1_PredGene_g25069.t1, Pocillopora_acuta_HIv1_PredGene_g2179.t1, Pocillopora_acuta_HIv1_PredGene_g846.t1
OG0000151	Mcavernosa18827-RA	Pocillopora_acuta_HIv1_PredGene_g26739.t1
OG0000152	Mcavernosa18562-RA, Mcavernosa18561-RA, Mcavernosa20786-RA, Mcavernosa20787-RA, Mcavernosa20785-RA	Pocillopora_acuta_HIv1_PredGene_g17361.t1, Pocillopora_acuta_HIv1_PredGene_g17363.t1, Pocillopora_acuta_HIv1_PredGene_g29664.t1
OG0000154	Mcavernosa19284-RA, Mcavernosa07340-RA, Mcavernosa32426-RA	Pocillopora_acuta_HIv1_PredGene_g15130.t1
OG0000154	Mcavernosa22085-RA, Mcavernosa22082-RA	Pocillopora_acuta_HIv1_PredGene_g21207.t1, Pocillopora_acuta_HIv1_PredGene_g25704.t1, Pocillopora_acuta_HIv1_PredGene_g4719.t1, Pocillopora_acuta_HIv1_PredGene_g9746.t1
OG0000155	Mcavernosa15164-RA	Pocillopora_acuta_HIv1_PredGene_1620_t
OG0000156	Mcavernosa32771-RA	Pocillopora_acuta_HIv1_PredGene_g25366.t1
OG0000156	Mcavernosa26771-RA, Mcavernosa26773-RA, Mcavernosa34597-RA, Mcavernosa32525-RA, Mcavernosa29510-RA	Pocillopora_acuta_HIv1_PredGene_g9508.t1, Pocillopora_acuta_HIv1_PredGene_g25351.t1
OG0000156	Mcavernosa28330-RA	Pocillopora_acuta_HIv1_PredGene_g11106.t1
OG0000157	Mcavernosa08167-RA, Mcavernosa17966-RA, Mcavernosa17969-RA, Mcavernosa17970-RA	Pocillopora_acuta_HIv1_PredGene_g1229.t1
OG0000157	Mcavernosa03123-RA, Mcavernosa03127-RA	Pocillopora_acuta_HIv1_PredGene_g10711.t1, Pocillopora_acuta_HIv1_PredGene_g22790.t1, Pocillopora_acuta_HIv1_PredGene_g10714.t1, Pocillopora_acuta_HIv1_PredGene_g10719.t1, Pocillopora_acuta_HIv1_PredGene_g10712.t1, Pocillopora_acuta_HIv1_PredGene_g10716.t1, Pocillopora_acuta_HIv1_PredGene_g22787.t1
OG0000159	Mcavernosa32444-RA	Pocillopora_acuta_HIv1_PredGene_g12908.t1, Pocillopora_acuta_HIv1_PredGene_g17787.t1, Pocillopora_acuta_HIv1_PredGene_g13615.t1, Pocillopora_acuta_HIv1_PredGene_g12655.t1, Pocillopora_acuta_HIv1_PredGene_g26574.t1, Pocillopora_acuta_HIv1_PredGene_g8413.t1, Pocillopora_acuta_HIv1_PredGene_g31394.t1, Pocillopora_acuta_HIv1_PredGene_g26573.t1
OG0000161	Mcavernosa19138-RA, Mcavernosa29121-RA	Pocillopora_acuta_HIv1_PredGene_g21980.t1, Pocillopora_acuta_HIv1_PredGene_g21962.t1, Pocillopora_acuta_HIv1_PredGene_g21975.t1, Pocillopora_acuta_HIv1_PredGene_g21971.t1, Pocillopora_acuta_HIv1_PredGene_g21960.t1
OG0000161	Mcavernosa22736-RA	Pocillopora_acuta_HIv1_PredGene_g21965.t1, Pocillopora_acuta_HIv1_PredGene_g21981.t1, Pocillopora_acuta_HIv1_PredGene_g21982.t1, Pocillopora_acuta_HIv1_PredGene_g21984.t1, Pocillopora_acuta_HIv1_PredGene_g21985.t1, Pocillopora_acuta_HIv1_PredGene_4214_t, Pocillopora_acuta_HIv1_PredGene_g21979.t1, Pocillopora_acuta_HIv1_PredGene_g21969.t1, Pocillopora_acuta_HIv1_PredGene_g21976.t1, Pocillopora_acuta_HIv1_PredGene_g21961.t1, Pocillopora_acuta_HIv1_PredGene_g21963.t1
OG0000162	Mcavernosa05787-RA	Pocillopora_acuta_HIv1_PredGene_g29172.t1, Pocillopora_acuta_HIv1_PredGene_g27809.t1, Pocillopora_acuta_HIv1_PredGene_g29173.t1, Pocillopora_acuta_HIv1_PredGene_g27808.t1, Pocillopora_acuta_HIv1_PredGene_g27807.t1
OG0000163	Mcavernosa32097-RA, Mcavernosa30540-RA, Mcavernosa16297-RA, Mcavernosa26922-RA	Pocillopora_acuta_HIv1_PredGene_21038_t, Pocillopora_acuta_HIv1_PredGene_g160.t1, Pocillopora_acuta_HIv1_PredGene_g20683.t1, Pocillopora_acuta_HIv1_PredGene_g20679.t1
OG0000166	Mcavernosa27338-RA, Mcavernosa16127-RA, Mcavernosa26434-RA	Pocillopora_acuta_HIv1_PredGene_g22574.t1
OG0000166	Mcavernosa01726-RA	Pocillopora_acuta_HIv1_PredGene_g15509.t1
OG0000167	Mcavernosa08736-RA	Pocillopora_acuta_HIv1_PredGene_g8729.t1, Pocillopora_acuta_HIv1_PredGene_g19266.t1, Pocillopora_acuta_HIv1_PredGene_g23241.t1, Pocillopora_acuta_HIv1_PredGene_g7732.t1, Pocillopora_acuta_HIv1_PredGene_g14265.t1, Pocillopora_acuta_HIv1_PredGene_g5517.t1, Pocillopora_acuta_HIv1_PredGene_g10707.t1
