gene_id,10_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,13_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,14_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,15_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,16_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,19_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,20_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,40_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,45_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,48_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,5_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf
Montipora_capitata_PredGene_g62118,337,890,728,245,285,179,322,439,440,440,901
Montipora_capitata_PredGene_g59554,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g59555,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g59556,16,13,17,0,5,0,10,8,0,12,10
Montipora_capitata_PredGene_g59557,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g59550,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g23033,1,2,0,2,0,1,1,0,0,4,2
Montipora_capitata_PredGene_g59552,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g59553,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g64779,0,0,0,1,0,1,0,0,0,0,0
Montipora_capitata_PredGene_g59558,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g52727,76,139,178,53,75,66,64,80,129,93,171
Montipora_capitata_PredGene_g23038,33,92,88,22,31,24,35,42,55,45,90
Montipora_capitata_PredGene_g23039,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA11688_R5,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA11688_R7,27,32,86,12,43,34,16,30,27,25,30
Montipora_capitata_PredGene_g10908,215,495,471,200,207,175,194,250,376,283,539
Montipora_capitata_PredGene_adi2mcaRNA11688_R1,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA11688_R2,5,24,4,3,4,3,3,7,4,8,7
Montipora_capitata_PredGene_adi2mcaRNA11688_R3,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g10904,1647,3086,7038,1475,2455,2054,1060,2155,4165,2029,3497
Montipora_capitata_PredGene_g10906,9,17,32,9,7,8,17,14,5,9,41
Montipora_capitata_PredGene_g10907,0,4,9,1,1,4,0,1,4,2,2
Montipora_capitata_PredGene_adi2mcaRNA11688_R9,41,59,151,15,63,51,22,44,42,37,65
Montipora_capitata_PredGene_g67698,3,2,2,2,2,3,3,3,1,3,3
Montipora_capitata_PredGene_g67699,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g3304,1,0,0,0,0,0,0,0,0,0,1
Montipora_capitata_PredGene_g67692,29,51,49,20,21,13,22,24,40,42,50
Montipora_capitata_PredGene_g51031,1,0,0,0,0,0,0,1,0,0,0
Montipora_capitata_PredGene_g51030,1,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g51036,51,173,146,42,63,49,46,75,119,84,156
Montipora_capitata_PredGene_g67694,1,1,0,0,1,1,1,0,0,1,0
Montipora_capitata_PredGene_g51034,0,692,1097,0,0,0,0,0,800,465,935
Montipora_capitata_PredGene_g14229,0,0,0,0,1,0,0,1,0,0,2
Montipora_capitata_PredGene_g14228,0,0,0,2,0,0,2,0,2,0,3
Montipora_capitata_PredGene_g3306,0,0,0,0,1,0,0,0,0,0,0
Montipora_capitata_PredGene_g54606,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g54605,1,1,1,1,0,1,1,1,1,1,1
Montipora_capitata_PredGene_g54604,342,747,792,240,378,234,258,344,382,438,553
Montipora_capitata_PredGene_g14221,4,5,3,1,1,1,1,2,0,3,0
Montipora_capitata_PredGene_g28903,147,352,412,106,131,103,120,157,266,199,305
Montipora_capitata_PredGene_g54609,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g14222,1,1,1,5,1,0,8,8,0,1,12
Montipora_capitata_PredGene_g23784,0,1,0,0,0,0,1,1,0,0,0
Montipora_capitata_PredGene_g23786,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g23787,0,0,1,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g22787,61,131,132,14,64,41,23,18,71,80,52
Montipora_capitata_PredGene_g68965,0,0,1,0,2,3,0,0,0,0,0
Montipora_capitata_PredGene_g22785,0,2,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g22784,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g22783,3,0,0,1,0,0,0,0,2,1,0
Montipora_capitata_PredGene_g28901,3,4,0,2,1,1,2,3,1,4,8
Montipora_capitata_PredGene_g22780,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA5755_R3,0,0,0,0,0,0,0,12,4,0,13
Montipora_capitata_PredGene_adi2mcaRNA5755_R2,12,32,13,12,11,9,21,24,36,15,65
Montipora_capitata_PredGene_adi2mcaRNA5755_R1,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA5755_R0,58,208,165,34,62,39,57,72,177,64,223
Montipora_capitata_PredGene_adi2mcaRNA5755_R7,0,6,2,0,5,6,8,9,0,7,9
Montipora_capitata_PredGene_g68967,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g22789,1,0,2,0,1,1,1,1,1,1,1
Montipora_capitata_PredGene_g64411,0,4,8,0,0,0,0,0,6,0,9
Montipora_capitata_PredGene_g64410,175,391,412,97,160,159,133,163,223,244,367
Montipora_capitata_PredGene_g64412,6,5,5,24,3,4,6,7,7,4,10
Montipora_capitata_PredGene_g64415,30,70,85,25,31,28,25,40,30,45,89
Montipora_capitata_PredGene_g64414,62,99,78,50,40,43,45,78,38,81,75
Montipora_capitata_PredGene_g64417,67,158,187,51,71,78,63,78,155,101,186
Montipora_capitata_PredGene_g64416,537,1264,1329,488,566,415,497,757,854,786,1319
Montipora_capitata_PredGene_adi2mcaRNA11162_R1,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g25710,108,225,282,81,100,86,91,125,122,162,195
Montipora_capitata_PredGene_g69695,1,0,0,0,1,0,0,0,1,1,1
Montipora_capitata_PredGene_g69696,1,1,1,0,1,1,0,0,2,1,0
Montipora_capitata_PredGene_g69698,438,551,450,211,157,113,194,405,183,334,271
Montipora_capitata_PredGene_g69699,194,450,381,128,155,159,191,192,351,195,741
Montipora_capitata_PredGene_g25712,422,1257,1518,341,540,470,400,494,1068,629,1480
Montipora_capitata_PredGene_g28767,136,251,827,88,174,105,107,153,326,120,259
Montipora_capitata_PredGene_g70928,0,0,0,0,0,0,1,0,0,0,0
Montipora_capitata_PredGene_g70924,0,3,1,0,0,0,0,0,1,0,0
Montipora_capitata_PredGene_g70927,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g70920,1,1,0,0,0,0,1,1,0,1,0
Montipora_capitata_PredGene_g70921,0,0,0,0,0,0,1,1,0,0,0
Montipora_capitata_PredGene_g70922,1,1,0,0,0,0,0,0,0,1,0
Montipora_capitata_PredGene_adi2mcaRNA13290_R7,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA13290_R6,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA13290_R5,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA13290_R3,0,5,0,4,0,0,3,4,5,2,7
Montipora_capitata_PredGene_g25069,25,79,45,39,27,22,48,49,12,25,138
Montipora_capitata_PredGene_g68878,0,0,0,0,1,1,2,1,0,0,0
Montipora_capitata_PredGene_g25067,56,107,54,33,31,30,60,61,46,45,151
Montipora_capitata_PredGene_g25066,59,130,189,44,73,71,67,85,69,74,119
Montipora_capitata_PredGene_g25065,260,772,1143,193,297,320,195,343,824,383,726
Montipora_capitata_PredGene_g25064,204,302,282,65,66,90,77,87,206,254,195
Montipora_capitata_PredGene_g68873,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g68872,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g68871,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g25060,29,107,162,39,39,33,39,51,112,41,126
Montipora_capitata_PredGene_adi2mcaRNA37540_R0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA37540_R2,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA11436_R1,234,221,393,123,155,96,193,190,179,174,457
Montipora_capitata_PredGene_g11479,3,7,1,4,5,2,5,7,2,9,23
Montipora_capitata_PredGene_g66129,0,0,0,0,0,0,0,0,1,1,0
Montipora_capitata_PredGene_g66128,0,0,1,0,0,1,1,0,0,0,0
Montipora_capitata_PredGene_g66123,26,92,96,14,39,28,18,21,36,35,50
Montipora_capitata_PredGene_g66122,6,27,13,0,0,0,0,0,33,13,0
Montipora_capitata_PredGene_g66121,1,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g66120,0,0,2,0,0,0,1,0,0,0,0
Montipora_capitata_PredGene_g66127,4,18,23,11,4,9,29,30,10,9,37
Montipora_capitata_PredGene_g66126,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g66125,0,0,0,0,0,0,0,1,0,0,0
Montipora_capitata_PredGene_g66124,1,4,1,1,1,1,1,1,3,2,2
Montipora_capitata_PredGene_g21587,0,0,0,3,0,0,4,4,0,0,2
Montipora_capitata_PredGene_adi2mcaRNA41404_R0,19,50,122,19,46,47,24,35,78,23,54
Montipora_capitata_PredGene_adi2mcaRNA12306_R7,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA22879_R7,0,16,2,2,0,3,2,0,0,5,3
Montipora_capitata_PredGene_adi2mcaRNA22879_R3,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA41310_R0,29,56,60,19,30,28,40,34,47,36,101
Montipora_capitata_PredGene_adi2mcaRNA10492_R0,59,137,131,36,51,41,57,66,101,78,130
Montipora_capitata_PredGene_g64843,7,29,3,0,1,2,0,0,0,12,0
Montipora_capitata_PredGene_g66826,41,86,109,27,33,46,52,54,91,62,92
Montipora_capitata_PredGene_g64840,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA3657_R4,0,0,0,1,0,0,0,1,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA3657_R5,0,0,1,0,1,0,0,1,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA3657_R6,1,0,0,0,0,0,0,0,0,2,0
Montipora_capitata_PredGene_g64841,1,0,0,0,1,1,0,0,1,0,0
Montipora_capitata_PredGene_adi2mcaRNA3657_R2,1,3,5,1,0,1,0,0,1,1,0
Montipora_capitata_PredGene_adi2mcaRNA15396_R5,0,1,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g29056,1,0,1,0,0,0,0,0,0,0,1
Montipora_capitata_PredGene_adi2mcaRNA3657_R8,1,0,1,0,1,1,0,1,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA3657_R9,1,0,1,0,1,1,0,1,0,0,0
Montipora_capitata_PredGene_g64847,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g50813,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g50810,0,0,0,0,0,0,2,0,0,0,0
Montipora_capitata_PredGene_g50816,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g64844,2,3,1,1,2,1,1,2,1,2,1
Montipora_capitata_PredGene_g60408,2,2,0,2,0,1,3,1,5,2,4
Montipora_capitata_PredGene_g50815,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g60406,0,0,1,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g50819,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g60402,51,84,65,16,29,25,34,55,40,42,35
Montipora_capitata_PredGene_g60403,1,0,2,0,1,0,0,1,1,0,0
Montipora_capitata_PredGene_g24338,0,0,0,0,0,0,1,0,0,0,0
Montipora_capitata_PredGene_g24334,0,0,1,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g24336,1,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g29058,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g64849,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g54258,91,178,164,79,75,50,136,129,255,109,263
Montipora_capitata_PredGene_g68259,1,1,2,1,1,1,1,0,3,1,0
Montipora_capitata_PredGene_g68258,0,0,7,0,0,0,0,0,0,2,0
Montipora_capitata_PredGene_g68253,0,0,0,0,0,1,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA8626_R2,45,87,113,43,54,30,32,59,54,52,71
Montipora_capitata_PredGene_g68251,1,0,1,1,1,1,1,1,0,1,1
Montipora_capitata_PredGene_g68250,1,0,0,1,1,1,0,1,0,0,0
Montipora_capitata_PredGene_g68257,1,0,0,1,1,1,1,1,0,1,0
Montipora_capitata_PredGene_g68256,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g68255,0,0,11,0,0,0,0,0,7,0,6
Montipora_capitata_PredGene_g68254,0,1,0,0,0,1,0,0,0,0,0
Montipora_capitata_PredGene_g62927,0,0,0,0,6,4,0,0,0,2,0
Montipora_capitata_PredGene_g62926,0,0,0,0,0,0,1,3,0,1,0
Montipora_capitata_PredGene_g62923,0,0,2,0,0,0,0,0,0,0,2
Montipora_capitata_PredGene_g62921,0,1,0,0,0,0,1,0,0,1,0
Montipora_capitata_PredGene_adi2mcaRNA9382_R0,82,185,284,75,148,106,91,139,179,152,258
Montipora_capitata_PredGene_g62929,0,0,0,1,0,0,0,0,0,1,1
Montipora_capitata_PredGene_g51716,3,10,10,2,3,3,2,3,6,3,10
Montipora_capitata_PredGene_g19978,1,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g19979,139,322,438,218,131,142,177,212,274,192,348
Montipora_capitata_PredGene_g19972,1,1,1,1,1,0,1,1,1,1,3
Montipora_capitata_PredGene_adi2mcaRNA13805_R2,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g19970,2,0,0,1,0,0,1,1,0,1,1
Montipora_capitata_PredGene_g19971,1,0,0,0,0,0,1,1,0,1,0
Montipora_capitata_PredGene_g19977,66,85,141,20,36,57,38,42,39,96,58
Montipora_capitata_PredGene_g19974,1,0,0,1,0,0,2,1,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA13805_R4,1,0,2,2,1,0,2,0,0,1,0
Montipora_capitata_PredGene_g28842,1,0,0,1,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g23811,257,562,906,177,346,278,149,291,735,387,427
Montipora_capitata_PredGene_g26864,0,0,0,0,0,0,1,0,0,0,0
Montipora_capitata_PredGene_g23813,76,210,211,59,65,59,162,112,142,87,268
Montipora_capitata_PredGene_g26862,2,0,0,1,1,1,1,3,2,0,7
Montipora_capitata_PredGene_g23815,5,8,31,6,10,2,15,8,5,7,54
Montipora_capitata_PredGene_g23816,10,10,10,8,12,9,14,6,11,10,27
Montipora_capitata_PredGene_g66650,3,4,4,2,2,0,2,2,5,3,7
Montipora_capitata_PredGene_g38414,0,1,2,0,1,1,0,1,1,0,2
Montipora_capitata_PredGene_g38415,1,0,0,0,1,0,0,0,0,0,0
Montipora_capitata_PredGene_g28848,1,3,2,1,1,1,1,1,1,1,5
Montipora_capitata_PredGene_g28849,1,3,7,1,2,2,2,2,5,1,6
Montipora_capitata_PredGene_g38410,0,1,0,1,0,0,1,0,0,0,0
Montipora_capitata_PredGene_g38411,1,1,1,0,0,0,1,0,0,1,0
Montipora_capitata_PredGene_g38412,56,132,141,36,58,46,34,55,128,80,118
Montipora_capitata_PredGene_g38413,4,18,8,10,3,4,100,33,0,9,33
Montipora_capitata_PredGene_g70788,0,14,0,0,0,0,0,5,0,3,17
Montipora_capitata_PredGene_adi2mcaRNA11437_R1,296,322,496,250,295,142,307,293,169,332,362
Montipora_capitata_PredGene_g66654,16,85,4,0,4,10,11,4,57,116,5
Montipora_capitata_PredGene_adi2mcaRNA17738_R0,9,42,27,10,10,13,13,22,13,12,24
Montipora_capitata_PredGene_adi2mcaRNA17738_R1,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g5821,1,0,0,0,0,0,0,0,0,1,0
Montipora_capitata_PredGene_g53298,0,0,0,0,0,0,0,0,0,0,2
Montipora_capitata_PredGene_g30906,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA2254_R0,53,139,134,41,68,53,40,60,75,81,146
Montipora_capitata_PredGene_g62006,71,305,423,0,0,106,51,86,356,147,275
Montipora_capitata_PredGene_g3774,17,0,0,43,30,23,24,38,118,28,51
Montipora_capitata_PredGene_g3775,76,222,225,65,84,71,71,96,148,103,274
Montipora_capitata_PredGene_g3776,86,226,184,61,106,70,118,126,93,114,212
Montipora_capitata_PredGene_g3777,63,142,183,29,113,115,59,74,107,105,167
Montipora_capitata_PredGene_g3770,16,45,45,8,22,11,27,15,19,16,59
Montipora_capitata_PredGene_g3771,17,53,28,0,14,16,38,20,35,25,88
Montipora_capitata_PredGene_g3778,443,863,813,305,434,295,447,425,371,532,859
Montipora_capitata_PredGene_g3779,0,12,0,0,9,0,7,12,11,0,9
Montipora_capitata_PredGene_g61609,5,8,64,13,22,17,15,14,26,5,34
Montipora_capitata_PredGene_g20549,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g20548,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g20545,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g20544,2,6,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g20542,0,0,9,0,0,7,0,8,0,10,0
Montipora_capitata_PredGene_g20540,15,68,36,0,13,0,0,0,25,19,21
Montipora_capitata_PredGene_g36122,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g70159,0,0,0,1,0,1,1,1,0,1,0
Montipora_capitata_PredGene_g70158,0,0,2,0,1,2,2,0,0,0,0
Montipora_capitata_PredGene_g70151,235,390,364,192,213,144,163,346,187,213,213
Montipora_capitata_PredGene_g70150,50,100,138,25,53,31,38,54,112,43,50
Montipora_capitata_PredGene_adi2mcaRNA825_R0,83,175,266,58,121,92,62,112,175,132,179
Montipora_capitata_PredGene_g19565,1,2,1,1,1,1,1,1,0,1,1
Montipora_capitata_PredGene_adi2mcaRNA11417_R3,0,0,0,0,0,0,0,0,0,0,1
Montipora_capitata_PredGene_g2793,51,105,180,36,71,68,54,74,151,77,113
Montipora_capitata_PredGene_g2792,180,402,370,98,155,130,286,209,180,207,561
Montipora_capitata_PredGene_g2795,15,49,35,0,16,16,0,12,12,40,21
Montipora_capitata_PredGene_adi2mcaRNA11417_R7,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g2797,400,863,832,594,305,268,461,695,1475,434,1480
Montipora_capitata_PredGene_g2796,14,24,31,13,9,9,12,9,15,27,26
Montipora_capitata_PredGene_g2799,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g142,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g141,1,0,0,1,0,0,0,0,1,0,0
Montipora_capitata_PredGene_adi2mcaRNA11417_R9,1,0,0,1,0,0,0,1,1,1,0
Montipora_capitata_PredGene_g146,0,0,1,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g145,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g144,1,0,0,0,0,1,0,0,0,0,0
Montipora_capitata_PredGene_g58153,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g27018,1,0,0,1,0,0,0,0,0,0,1
Montipora_capitata_PredGene_g6570,0,0,0,0,0,0,0,0,0,0,2
Montipora_capitata_PredGene_g27015,0,13,10,0,3,0,6,0,10,0,5
Montipora_capitata_PredGene_g27016,2,2,0,0,0,0,0,1,0,1,0
Montipora_capitata_PredGene_g58151,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g27012,4,15,7,2,5,2,5,3,7,4,10
Montipora_capitata_PredGene_g27013,0,13,7,3,3,3,2,3,5,0,6
Montipora_capitata_PredGene_adi2mcaRNA28417_R1,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g58157,9,12,4,3,1,4,4,10,9,7,9
Montipora_capitata_PredGene_g6574,1,0,1,0,0,0,1,0,0,0,0
Montipora_capitata_PredGene_g1628,0,0,0,0,0,0,0,0,0,0,4
Montipora_capitata_PredGene_g58155,5,6,49,0,16,0,0,0,0,10,0
Montipora_capitata_PredGene_g6576,1,0,0,0,1,0,1,0,0,0,0
Montipora_capitata_PredGene_g2427,0,1,0,0,0,1,0,0,0,0,0
Montipora_capitata_PredGene_g71409,0,0,0,0,0,0,0,0,0,0,4
Montipora_capitata_PredGene_g2425,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g2424,0,0,0,0,0,0,0,0,0,1,0
Montipora_capitata_PredGene_g2423,1,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g6578,1,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g25881,1,0,0,0,1,1,0,0,0,0,0
Montipora_capitata_PredGene_g25880,1,0,0,1,0,1,0,1,0,1,0
Montipora_capitata_PredGene_g25883,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g25882,1,1,0,0,1,1,0,1,1,1,1
Montipora_capitata_PredGene_g71404,1,0,2,1,0,0,0,0,2,1,0
Montipora_capitata_PredGene_g71405,2,6,5,1,2,1,1,1,1,2,5
Montipora_capitata_PredGene_g2429,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g25886,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g9761,19,15,15,5,5,4,18,12,15,14,25
Montipora_capitata_PredGene_g9760,161,309,213,78,99,79,126,145,133,165,242
Montipora_capitata_PredGene_g9763,65,175,94,8,40,43,9,9,95,69,23
Montipora_capitata_PredGene_adi2mcaRNA3744_R0,4,5,5,0,2,3,1,2,1,3,3
Montipora_capitata_PredGene_g9765,51,125,107,31,32,39,50,26,78,47,170
Montipora_capitata_PredGene_g9764,12,8,11,2,5,4,8,3,4,8,20
Montipora_capitata_PredGene_g9766,117,239,210,14,61,98,32,30,126,119,93
Montipora_capitata_PredGene_g9769,989,2016,3313,664,1352,1446,646,1149,3037,1387,1800
Montipora_capitata_PredGene_g45376,1,1,1,0,0,0,1,0,1,1,1
Montipora_capitata_PredGene_adi2mcaRNA20077_R7,0,0,0,0,0,0,1,1,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA20077_R0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA20077_R2,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g18207,9,21,18,4,5,6,5,7,21,11,12
Montipora_capitata_PredGene_g18206,0,0,0,1,0,0,1,2,0,0,0
Montipora_capitata_PredGene_g18205,0,0,0,0,0,0,1,0,0,0,0
Montipora_capitata_PredGene_g18203,11,43,73,16,25,23,21,31,29,20,59
Montipora_capitata_PredGene_g18202,0,12,62,0,0,0,0,0,18,13,0
Montipora_capitata_PredGene_g18201,0,0,5,1,2,0,0,0,4,0,0
Montipora_capitata_PredGene_g18200,0,0,5,0,5,3,0,0,0,0,0
Montipora_capitata_PredGene_g17259,0,0,0,0,1,1,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA33468_R0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g18209,0,0,0,0,0,0,0,1,0,0,0
Montipora_capitata_PredGene_g18208,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g57104,1,2,2,1,1,0,1,0,1,1,1
Montipora_capitata_PredGene_g30889,2,13,17,2,2,2,2,2,15,3,14
Montipora_capitata_PredGene_g30888,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g30887,1,1,0,0,0,1,0,1,0,0,1
Montipora_capitata_PredGene_g30885,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g30884,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g30883,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g30882,0,0,0,1,0,0,3,0,0,0,4
Montipora_capitata_PredGene_g30881,0,0,0,8,0,0,16,9,0,0,65
Montipora_capitata_PredGene_g30880,0,0,0,1,0,1,2,1,0,0,1
Montipora_capitata_PredGene_g41546,1,0,0,0,1,0,0,0,0,1,0
Montipora_capitata_PredGene_g41547,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g41544,4,11,0,0,0,0,1,0,4,2,1
Montipora_capitata_PredGene_g41545,1,1,0,0,1,0,1,0,0,1,0
Montipora_capitata_PredGene_g41542,0,0,0,0,0,0,0,0,2,0,0
Montipora_capitata_PredGene_g41543,0,2,0,1,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g41540,1,2,1,1,0,1,1,0,0,2,0
Montipora_capitata_PredGene_g41541,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g41548,0,0,1,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g41549,0,0,1,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g45254,1,3,8,2,1,1,3,3,1,2,4
Montipora_capitata_PredGene_adi2mcaRNA35641_R2,1,2,2,0,1,1,0,0,0,0,0
Montipora_capitata_PredGene_g45252,1,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g45253,9,4,9,2,3,1,3,4,0,15,6
Montipora_capitata_PredGene_g29465,2,3,3,1,1,1,0,4,2,2,2
Montipora_capitata_PredGene_g19154,0,0,1,1,2,1,1,0,2,1,3
Montipora_capitata_PredGene_g69866,170,243,310,106,144,110,125,156,155,179,237
Montipora_capitata_PredGene_g19156,6,1,1,1,3,1,1,2,2,7,0
Montipora_capitata_PredGene_g4066,1,5,0,0,0,0,0,0,14,0,0
Montipora_capitata_PredGene_g26053,0,0,1,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g4060,1,0,0,3,0,0,13,9,0,2,23
Montipora_capitata_PredGene_g26051,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g19158,7,8,12,7,8,9,5,8,19,9,15
Montipora_capitata_PredGene_g19159,17,13,0,10,15,13,11,14,11,21,0
Montipora_capitata_PredGene_g26058,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g69384,1,0,0,0,0,0,5,2,0,0,19
Montipora_capitata_PredGene_g27620,155,382,773,140,282,268,143,238,704,222,406
Montipora_capitata_PredGene_g27902,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_PredGene_g27903,39,91,80,24,29,28,35,38,58,49,75
Montipora_capitata_PredGene_g27900,382,714,832,281,374,251,284,414,308,409,634
