Orthogroup	plut2v1.1.proteins	Mcavernosa.maker.proteins
OG0001432	plut2.m8.25506.m1	Mcavernosa13878-RA
OG0001432	plut2.m8.23905.m1	Mcavernosa21620-RA, Mcavernosa26034-RA
OG0001433	plut2.m8.21173.m1	Mcavernosa16977-RA
OG0001433	plut2.m8.12455.m1	Mcavernosa16967-RA
OG0001434	plut2.m8.4810.m1	Mcavernosa25625-RA, Mcavernosa25624-RA
OG0001434	plut2.m8.4804.m1	Mcavernosa14477-RA, Mcavernosa14479-RA
OG0001435	plut2.m8.16192.m1	Mcavernosa34543-RA, Mcavernosa23411-RA, Mcavernosa23410-RA
OG0001435	plut2.m8.16188.m1	Mcavernosa02893-RA, Mcavernosa02894-RA
OG0001436	plut2.m8.33101.m1, jamg1.model.xfSc0000098.13, plut2.m8.17375.m1	Mcavernosa29118-RA
OG0001440	plut2.m8.25482.m1, plut2.m8.25481.m1, plut2.m8.26161.m1, plut2.m8.21257.m1, plut2.m8.33606.m1, plut2.m8.26160.m1, plut2.m8.21838.m1	Mcavernosa04688-RA
OG0001441	plut2.m8.32948.m1	Mcavernosa34619-RA
OG0001441	plut2.m8.33382.m1, plut2.m8.16121.m1	Mcavernosa34067-RA, Mcavernosa23275-RA
OG0001442	plut2.m8.6931.m1, plut2.m8.6930.m1	Mcavernosa28447-RA
OG0001444	plut2.m8.2034.m1	Mcavernosa03381-RA, Mcavernosa03380-RA
OG0001445	plut2.m8.19831.m1	Mcavernosa34145-RA
OG0001448	jamg1.model.xfSc0000032.49	Mcavernosa12290-RA
OG0001448	jamg1.model.xfSc0000032.51	Mcavernosa12283-RA, Mcavernosa12288-RA
OG0001449	plut2.m8.20500.m1, jamg1.model.Sc0000378.1, plut2.m8.20496.m1, jamg1.model.Sc0000378.7	Mcavernosa27415-RA
OG0001449	plut2.m8.19587.m1	Mcavernosa33544-RA, Mcavernosa28947-RA
OG0001450	plut2.m8.9677.m1	Mcavernosa32787-RA
OG0001450	plut2.m8.9675.m1	Mcavernosa27566-RA
OG0001451	plut2.m8.24129.m1, plut2.m8.24130.m1	Mcavernosa19653-RA, Mcavernosa19655-RA
OG0001452	plut2.m8.23481.m1, plut2.m8.33519.m1	Mcavernosa21640-RA
OG0001453	plut2.m8.19060.m1, plut2.m8.19055.m1	Mcavernosa29536-RA, Mcavernosa29533-RA
OG0001454	plut2.m8.18684.m1	Mcavernosa30657-RA
OG0001454	plut2.m8.16851.m1, plut2.m8.24290.m1	Mcavernosa19774-RA, Mcavernosa30656-RA, Mcavernosa19772-RA
OG0001454	plut2.m8.19918.m1	Mcavernosa34951-RA, Mcavernosa05648-RA
OG0001462	plut2.m8.888.m1	Mcavernosa04218-RA
OG0001463	plut2.m8.890.m1	Mcavernosa04213-RA, Mcavernosa34776-RA, Mcavernosa04214-RA, Mcavernosa34775-RA
OG0001464	plut2.m8.894.m1	Mcavernosa04202-RA
OG0001464	plut2.m8.935.m1	Mcavernosa04203-RA
OG0001465	plut2.m8.33064.m1, plut2.m8.5974.m1	Mcavernosa31172-RA
OG0001466	plut2.m8.14943.m1	Mcavernosa28728-RA
OG0001467	plut2.m8.5581.m1, plut2.m8.5582.m1, jamg1.model.Sc0000051.57, plut2.m8.5577.m1	Mcavernosa32326-RA, Mcavernosa32329-RA
OG0001469	plut2.m8.27304.m1	Mcavernosa33462-RA
OG0001469	plut2.m8.15683.m1	Mcavernosa18915-RA
OG0001472	plut2.m8.22420.m1	Mcavernosa31194-RA, Mcavernosa17754-RA, Mcavernosa30938-RA, Mcavernosa30936-RA
OG0001473	plut2.m8.14406.m1	Mcavernosa26164-RA
OG0001474	plut2.m8.30004.m1	Mcavernosa10231-RA
OG0001475	plut2.m8.32427.m1	Mcavernosa11389-RA
OG0001475	plut2.m8.32426.m1	Mcavernosa11390-RA
OG0001476	plut2.m8.15889.m1, plut2.m8.21027.m1	Mcavernosa26470-RA
OG0001476	plut2.m8.15888.m1	Mcavernosa26475-RA
OG0001478	plut2.m8.5097.m1, plut2.m8.5102.m1	Mcavernosa31307-RA, Mcavernosa24570-RA
OG0001479	plut2.m8.16729.m1	Mcavernosa32930-RA, Mcavernosa25277-RA
OG0001482	plut2.m8.32302.m1	Mcavernosa35084-RA
OG0001487	plut2.m8.9666.m1, plut2.m8.9667.m1, plut2.m8.9659.m1	Mcavernosa23168-RA, Mcavernosa23167-RA
OG0001491	plut2.m8.860.m1	Mcavernosa34148-RA
OG0001492	jamg1.model.Sc0000236.48	Mcavernosa23095-RA
OG0001493	plut2.m8.14042.m1	Mcavernosa03350-RA
OG0001494	plut2.m8.15571.m1	Mcavernosa14911-RA
OG0001494	plut2.m8.3118.m1	Mcavernosa14909-RA
OG0001495	plut2.m8.32226.m1, jamg1.model.xpSc0007056.22	Mcavernosa25048-RA, Mcavernosa25049-RA
OG0001496	plut2.m8.12067.m1	Mcavernosa16500-RA
OG0001496	plut2.m8.12059.m1	Mcavernosa16498-RA
OG0001497	plut2.m8.5371.m1	Mcavernosa14991-RA
OG0001498	plut2.m8.5373.m1, plut2.m8.32035.m1	Mcavernosa14993-RA
OG0001500	plut2.m8.17765.m1	Mcavernosa14430-RA, Mcavernosa14431-RA, Mcavernosa33848-RA, Mcavernosa01862-RA
OG0001501	plut2.m8.5738.m1	Mcavernosa09678-RA
OG0001504	plut2.m8.6335.m1	Mcavernosa12563-RA
OG0001505	plut2.m8.1680.m1, plut2.m8.1674.m1	Mcavernosa09736-RA
OG0001505	plut2.m8.1891.m1	Mcavernosa09740-RA, Mcavernosa09738-RA, Mcavernosa09737-RA, Mcavernosa07744-RA
OG0001506	plut2.m8.9942.m1	Mcavernosa12638-RA
OG0001506	plut2.m8.9940.m1	Mcavernosa12637-RA
OG0001507	plut2.m8.28512.m1	Mcavernosa12803-RA, Mcavernosa12799-RA
OG0001508	plut2.m8.4094.m1	Mcavernosa02505-RA
OG0001509	plut2.m8.17401.m1	Mcavernosa03821-RA
OG0001511	plut2.m8.14947.m1	Mcavernosa05227-RA
OG0001511	plut2.m8.10000.m1	Mcavernosa05233-RA
OG0001512	plut2.m8.4215.m1, plut2.m8.4214.m1	Mcavernosa17464-RA
OG0001512	plut2.m8.20989.m1, plut2.m8.20985.m1, plut2.m8.33486.m1	Mcavernosa17465-RA
OG0001513	plut2.m8.21771.m1	Mcavernosa10668-RA, Mcavernosa28165-RA, Mcavernosa04245-RA
OG0001515	plut2.m8.5972.m1	Mcavernosa31171-RA
OG0001516	plut2.m8.15101.m1	Mcavernosa07540-RA
OG0001516	plut2.m8.6192.m1	Mcavernosa08891-RA
OG0001517	jamg1.model.Sc0000098.25	Mcavernosa34582-RA, Mcavernosa05990-RA
OG0001518	plut2.m8.20784.m1	Mcavernosa06944-RA, Mcavernosa08619-RA
OG0001520	plut2.m8.23395.m1	Mcavernosa27358-RA
OG0001521	plut2.m8.23471.m1	Mcavernosa20144-RA, Mcavernosa20143-RA
OG0001522	jamg1.model.Sc0000049.144, plut2.m8.14402.m1, plut2.m8.10721.m1	Mcavernosa07764-RA
OG0001523	plut2.m8.31398.m1, plut2.m8.8876.m1, plut2.m8.8877.m1, plut2.m8.31417.m1	Mcavernosa21941-RA, Mcavernosa35047-RA, Mcavernosa05963-RA
OG0001525	plut2.m8.3340.m1, plut2.m8.3339.m1	Mcavernosa03720-RA
OG0001525	plut2.m8.18394.m1	Mcavernosa28954-RA
OG0001527	plut2.m8.2342.m1	Mcavernosa31864-RA, Mcavernosa31865-RA
OG0001528	plut2.m8.7517.m1	Mcavernosa14708-RA
OG0001528	plut2.m8.7519.m1	Mcavernosa14705-RA
OG0001529	plut2.m8.10278.m1, plut2.m8.9709.m1	Mcavernosa11271-RA, Mcavernosa11273-RA
OG0001531	plut2.m8.9788.m1	Mcavernosa04343-RA, Mcavernosa04342-RA
OG0001532	plut2.m8.33503.m1	Mcavernosa21937-RA, Mcavernosa21935-RA, Mcavernosa21943-RA, Mcavernosa21945-RA, Mcavernosa21942-RA, Mcavernosa21936-RA
OG0001533	jamg1.model.Sc0000219.46	Mcavernosa21251-RA, Mcavernosa21250-RA
OG0001534	plut2.m8.15052.m1	Mcavernosa18868-RA
OG0001537	plut2.m8.32847.m1	Mcavernosa19407-RA
OG0001539	jamg1.model.Sc0000593.3	Mcavernosa10829-RA
OG0001539	plut2.m8.24378.m1	Mcavernosa10831-RA
OG0001541	plut2.m8.2967.m1	Mcavernosa01173-RA
OG0001543	jamg1.model.Sc0000028.125	Mcavernosa15874-RA
OG0001544	plut2.m8.6920.m1, jamg1.model.Sc0000091.40	Mcavernosa26625-RA
OG0001545	jamg1.model.Sc0000292.6, jamg1.model.Sc0000292.7	Mcavernosa24397-RA
OG0001547	plut2.m8.24717.m1	Mcavernosa32642-RA, Mcavernosa17990-RA
OG0001547	plut2.m8.25339.m1	Mcavernosa17982-RA
OG0001548	plut2.m8.15871.m1, plut2.m8.24528.m1, plut2.m8.28536.m1, plut2.m8.1603.m1, jamg1.model.Sc0000011.143, plut2.m8.1597.m1, plut2.m8.25198.m1	Mcavernosa27612-RA, Mcavernosa12316-RA
OG0001549	plut2.m8.20724.m1	Mcavernosa19103-RA
OG0001550	plut2.m8.24679.m1	Mcavernosa28326-RA, Mcavernosa28327-RA
OG0001551	plut2.m8.367.m1	Mcavernosa24960-RA, Mcavernosa24962-RA
OG0001552	plut2.m8.19993.m1, plut2.m8.19986.m1, plut2.m8.19988.m1	Mcavernosa31627-RA
OG0001553	plut2.m8.3321.m1	Mcavernosa03713-RA
OG0001554	plut2.m8.21446.m1	Mcavernosa32424-RA
OG0001554	plut2.m8.16655.m1, plut2.m8.1592.m1, plut2.m8.3280.m1, jamg1.model.Sc0000206.43	Mcavernosa18834-RA
OG0001555	plut2.m8.20900.m1	Mcavernosa30333-RA
OG0001556	plut2.m8.8397.m1	Mcavernosa16421-RA
OG0001557	plut2.m8.16106.m1	Mcavernosa00001-RA
OG0001558	plut2.m8.19765.m1	Mcavernosa19336-RA
OG0001559	jamg1.model.xfSc0000017.41	Mcavernosa12195-RA
OG0001559	jamg1.model.Sc0000487.1	Mcavernosa31945-RA
OG0001560	plut2.m8.20248.m1	Mcavernosa09337-RA
OG0001561	plut2.m8.11154.m1	Mcavernosa07329-RA, Mcavernosa07328-RA
OG0001562	plut2.m8.26047.m1	Mcavernosa22415-RA
OG0001562	plut2.m8.21825.m1	Mcavernosa31505-RA
OG0001563	plut2.m8.6028.m1, plut2.m8.6031.m1, plut2.m8.6030.m1	Mcavernosa25006-RA
OG0001564	plut2.m8.8337.m1	Mcavernosa21421-RA, Mcavernosa34235-RA, Mcavernosa27073-RA, Mcavernosa25402-RA
OG0001566	plut2.m8.21553.m1	Mcavernosa01621-RA
OG0001566	plut2.m8.21554.m1	Mcavernosa01622-RA
OG0001567	plut2.m8.352.m1	Mcavernosa32702-RA, Mcavernosa34800-RA, Mcavernosa11238-RA
OG0001568	plut2.m8.967.m1	Mcavernosa31408-RA
OG0001569	plut2.m8.26521.m1	Mcavernosa14318-RA
OG0001570	plut2.m8.24711.m1	Mcavernosa14363-RA, Mcavernosa27509-RA, Mcavernosa13021-RA, Mcavernosa27513-RA, Mcavernosa07335-RA
OG0001571	plut2.m8.25393.m1	Mcavernosa14033-RA
OG0001571	plut2.m8.22218.m1	Mcavernosa22319-RA
OG0001572	plut2.m8.10841.m1	Mcavernosa29242-RA
OG0001573	plut2.m8.7687.m1	Mcavernosa01564-RA
OG0001573	plut2.m8.25325.m1, plut2.m8.33220.m1, plut2.m8.25322.m1, plut2.m8.7684.m1	Mcavernosa01571-RA
OG0001574	plut2.m8.19999.m1, plut2.m8.20000.m1, plut2.m8.19998.m1, plut2.m8.19997.m1, plut2.m8.20002.m1, plut2.m8.19992.m1	Mcavernosa06808-RA
OG0001575	plut2.m8.465.m1	Mcavernosa20110-RA
OG0001577	plut2.m8.5383.m1, plut2.m8.9614.m1, plut2.m8.21389.m1	Mcavernosa30328-RA, Mcavernosa30329-RA, Mcavernosa30327-RA
OG0001578	plut2.m8.3646.m1, plut2.m8.3645.m1	Mcavernosa05715-RA, Mcavernosa05710-RA
OG0001579	plut2.m8.15466.m1	Mcavernosa05860-RA
OG0001579	plut2.m8.15469.m1	Mcavernosa05859-RA
OG0001582	plut2.m8.18233.m1	Mcavernosa19372-RA
OG0001583	plut2.m8.2935.m1	Mcavernosa14072-RA, Mcavernosa14074-RA, Mcavernosa14070-RA
OG0001584	plut2.m8.11125.m1, plut2.m8.11126.m1, plut2.m8.11122.m1	Mcavernosa04255-RA
OG0001585	plut2.m8.1683.m1	Mcavernosa00728-RA, Mcavernosa00732-RA
OG0001586	plut2.m8.7618.m1, plut2.m8.33072.m1, plut2.m8.33073.m1, plut2.m8.7609.m1	Mcavernosa24924-RA
OG0001587	plut2.m8.7933.m1, plut2.m8.7931.m1	Mcavernosa24930-RA
OG0001588	plut2.m8.2223.m1, jamg1.model.Sc0000017.83	Mcavernosa17094-RA, Mcavernosa14929-RA
OG0001589	plut2.m8.6217.m1, plut2.m8.6216.m1	Mcavernosa05700-RA
OG0001590	plut2.m8.17520.m1	Mcavernosa29847-RA
OG0001591	plut2.m8.29353.m1, jamg1.model.xfSc0000501.4, plut2.m8.22299.m1	Mcavernosa01480-RA, Mcavernosa27699-RA, Mcavernosa15662-RA, Mcavernosa01479-RA, Mcavernosa01483-RA
OG0001592	plut2.m8.18358.m1	Mcavernosa13776-RA
OG0001594	jamg1.model.Sc0000180.7, jamg1.model.Sc0000361.34, jamg1.model.Sc0000361.8, jamg1.model.Sc0000361.24, jamg1.model.xfSc0000118.7, jamg1.model.Sc0000180.8, jamg1.model.Sc0000180.9	Mcavernosa10421-RA, Mcavernosa10422-RA
OG0001595	plut2.m8.10307.m1	Mcavernosa04167-RA, Mcavernosa35057-RA
OG0001595	plut2.m8.10308.m1	Mcavernosa04166-RA, Mcavernosa35058-RA, Mcavernosa04168-RA
OG0001596	plut2.m8.15023.m1, plut2.m8.15019.m1	Mcavernosa03441-RA
OG0001597	jamg1.model.Sc0000006.79	Mcavernosa29900-RA, Mcavernosa32878-RA, Mcavernosa29911-RA
OG0001598	plut2.m8.14769.m1, plut2.m8.19791.m1, plut2.m8.19810.m1, plut2.m8.25451.m1, plut2.m8.18889.m1, plut2.m8.15743.m1	Mcavernosa30013-RA
OG0001598	plut2.m8.19790.m1	Mcavernosa30014-RA
OG0001599	plut2.m8.135.m1	Mcavernosa25751-RA
OG0001599	plut2.m8.12108.m1	Mcavernosa05652-RA
OG0001600	plut2.m8.5876.m1	Mcavernosa32896-RA, Mcavernosa24717-RA
OG0001600	plut2.m8.5878.m1	Mcavernosa24724-RA
OG0001601	plut2.m8.3560.m1	Mcavernosa15929-RA
OG0001602	plut2.m8.8332.m1	Mcavernosa09289-RA, Mcavernosa14361-RA, Mcavernosa14355-RA, Mcavernosa14372-RA
OG0001603	plut2.m8.16271.m1	Mcavernosa17119-RA
OG0001604	plut2.m8.10478.m1	Mcavernosa16530-RA
OG0001604	plut2.m8.4279.m1	Mcavernosa08251-RA
OG0001605	plut2.m8.880.m1, plut2.m8.883.m1	Mcavernosa04224-RA
OG0001606	plut2.m8.16713.m1, plut2.m8.16712.m1	Mcavernosa23476-RA
OG0001606	plut2.m8.32597.m1	Mcavernosa23479-RA, Mcavernosa33280-RA
OG0001607	plut2.m8.24988.m1, plut2.m8.22456.m1, plut2.m8.24985.m1, plut2.m8.26313.m1, plut2.m8.18261.m1, plut2.m8.31642.m1	Mcavernosa30430-RA, Mcavernosa20200-RA, Mcavernosa20210-RA
OG0001608	jamg1.model.Sc0000040.92, jamg1.model.Sc0000546.25	Mcavernosa26648-RA
OG0001608	plut2.m8.9337.m1	Mcavernosa23523-RA, Mcavernosa26650-RA
OG0001609	plut2.m8.17111.m1	Mcavernosa13917-RA
OG0001610	plut2.m8.30038.m1, plut2.m8.19634.m1, plut2.m8.33217.m1, plut2.m8.14983.m1	Mcavernosa15260-RA
OG0001611	plut2.m8.11183.m1	Mcavernosa06300-RA
OG0001612	plut2.m8.26261.m1, plut2.m8.26260.m1, plut2.m8.12658.m1	Mcavernosa06859-RA
OG0001613	plut2.m8.1067.m1, plut2.m8.1062.m1, plut2.m8.1061.m1	Mcavernosa34343-RA, Mcavernosa33712-RA
OG0001615	plut2.m8.15908.m1	Mcavernosa10485-RA
OG0001618	plut2.m8.16675.m1	Mcavernosa19127-RA
OG0001618	plut2.m8.8949.m1, plut2.m8.16677.m1	Mcavernosa19128-RA
OG0001619	plut2.m8.27666.m1	Mcavernosa27693-RA
OG0001620	plut2.m8.28518.m1	Mcavernosa07175-RA
OG0001620	plut2.m8.4995.m1	Mcavernosa14251-RA
OG0001621	plut2.m8.2731.m1	Mcavernosa20043-RA
OG0001621	plut2.m8.12895.m1	Mcavernosa20042-RA
OG0001622	plut2.m8.8830.m1	Mcavernosa09186-RA
OG0001623	plut2.m8.4466.m1	Mcavernosa17887-RA
OG0001624	plut2.m8.12727.m1, plut2.m8.27832.m1	Mcavernosa12868-RA
OG0001625	jamg1.model.Sc0000239.42, jamg1.model.Sc0000239.43, jamg1.model.xfSc0000048.27	Mcavernosa20050-RA, Mcavernosa20051-RA
OG0001626	plut2.m8.21056.m1	Mcavernosa11621-RA, Mcavernosa11620-RA
OG0001627	plut2.m8.17158.m1	Mcavernosa10431-RA, Mcavernosa10432-RA
OG0001628	plut2.m8.21412.m1	Mcavernosa06176-RA, Mcavernosa25821-RA
OG0001631	plut2.m8.20575.m1	Mcavernosa32916-RA, Mcavernosa09216-RA, Mcavernosa23614-RA
OG0001632	plut2.m8.12974.m1	Mcavernosa20863-RA
OG0001632	plut2.m8.4987.m1	Mcavernosa34517-RA
OG0001633	plut2.m8.20602.m1	Mcavernosa16380-RA, Mcavernosa16387-RA, Mcavernosa16385-RA, Mcavernosa16379-RA
OG0001635	plut2.m8.23668.m1	Mcavernosa23290-RA, Mcavernosa16372-RA
OG0001637	plut2.m8.16821.m1	Mcavernosa13428-RA
OG0001638	plut2.m8.7070.m1	Mcavernosa05482-RA
OG0001638	plut2.m8.29856.m1, plut2.m8.29855.m1	Mcavernosa30152-RA
OG0001639	plut2.m8.3622.m1	Mcavernosa03131-RA
OG0001639	plut2.m8.15375.m1	Mcavernosa03129-RA
OG0001639	plut2.m8.33610.m1	Mcavernosa03130-RA
OG0001640	plut2.m8.27553.m1	Mcavernosa32224-RA, Mcavernosa32226-RA, Mcavernosa32225-RA
OG0001641	plut2.m8.7082.m1	Mcavernosa01367-RA, Mcavernosa01366-RA
OG0001642	plut2.m8.5903.m1	Mcavernosa04330-RA, Mcavernosa04333-RA, Mcavernosa04329-RA, Mcavernosa34142-RA
OG0001643	plut2.m8.33330.m1	Mcavernosa08069-RA
OG0001644	plut2.m8.12654.m1	Mcavernosa06869-RA
OG0001645	plut2.m8.9528.m1	Mcavernosa30945-RA
OG0001646	plut2.m8.8903.m1, plut2.m8.8904.m1	Mcavernosa25914-RA
OG0001646	plut2.m8.4745.m1	Mcavernosa10548-RA
OG0001647	plut2.m8.13396.m1	Mcavernosa26328-RA, Mcavernosa34309-RA, Mcavernosa26327-RA
OG0001649	plut2.m8.2551.m1	Mcavernosa08764-RA
OG0001650	plut2.m8.3225.m1	Mcavernosa10031-RA
OG0001651	plut2.m8.11219.m1	Mcavernosa34881-RA, Mcavernosa06836-RA, Mcavernosa31116-RA
OG0001652	plut2.m8.26883.m1	Mcavernosa28683-RA
OG0001653	plut2.m8.22554.m1	Mcavernosa13182-RA
OG0001654	plut2.m8.15095.m1	Mcavernosa22952-RA
OG0001655	plut2.m8.1838.m1	Mcavernosa19276-RA
OG0001656	plut2.m8.15975.m1, plut2.m8.15974.m1, plut2.m8.15981.m1, plut2.m8.4152.m1, plut2.m8.4154.m1	Mcavernosa19794-RA
OG0001657	plut2.m8.6867.m1	Mcavernosa01287-RA
OG0001658	plut2.m8.5665.m1	Mcavernosa03681-RA
OG0001659	plut2.m8.4752.m1, plut2.m8.33562.m1	Mcavernosa31746-RA
OG0001659	plut2.m8.4764.m1	Mcavernosa31747-RA
OG0001660	plut2.m8.19746.m1	Mcavernosa09149-RA
OG0001660	plut2.m8.19744.m1	Mcavernosa09147-RA, Mcavernosa09144-RA
OG0001661	plut2.m8.3621.m1	Mcavernosa24479-RA, Mcavernosa24478-RA
OG0001662	plut2.m8.21020.m1	Mcavernosa08782-RA
OG0001664	plut2.m8.4496.m1	Mcavernosa04288-RA, Mcavernosa04287-RA, Mcavernosa04289-RA
OG0001666	plut2.m8.13954.m1	Mcavernosa00054-RA, Mcavernosa00055-RA, Mcavernosa00056-RA
OG0001667	plut2.m8.16836.m1	Mcavernosa17813-RA, Mcavernosa17812-RA
OG0001667	plut2.m8.16831.m1	Mcavernosa17816-RA
OG0001668	plut2.m8.1280.m1, plut2.m8.1281.m1	Mcavernosa11980-RA, Mcavernosa11979-RA, Mcavernosa34158-RA, Mcavernosa11982-RA, Mcavernosa28072-RA, Mcavernosa11981-RA
OG0001669	plut2.m8.1274.m1	Mcavernosa10332-RA
OG0001670	plut2.m8.1323.m1, plut2.m8.14305.m1	Mcavernosa29524-RA
OG0001671	plut2.m8.17967.m1	Mcavernosa34652-RA, Mcavernosa34651-RA, Mcavernosa11349-RA
OG0001672	plut2.m8.17272.m1	Mcavernosa21898-RA
OG0001672	plut2.m8.17263.m1	Mcavernosa21899-RA
OG0001673	plut2.m8.19615.m1	Mcavernosa03302-RA
OG0001674	jamg1.model.Sc0000026.168, plut2.m8.3232.m1, plut2.m8.3233.m1, plut2.m8.3231.m1, plut2.m8.3224.m1	Mcavernosa31708-RA, Mcavernosa31714-RA
OG0001675	plut2.m8.17790.m1	Mcavernosa14121-RA, Mcavernosa14118-RA
OG0001676	plut2.m8.5220.m1	Mcavernosa12526-RA, Mcavernosa12528-RA
OG0001677	plut2.m8.10565.m1	Mcavernosa35204-RA, Mcavernosa13614-RA
OG0001679	plut2.m8.4490.m1, plut2.m8.6426.m1	Mcavernosa20366-RA
OG0001682	plut2.m8.6925.m1, plut2.m8.6927.m1	Mcavernosa28448-RA
OG0001683	plut2.m8.12451.m1	Mcavernosa16962-RA, Mcavernosa16963-RA
OG0001684	plut2.m8.24274.m1, plut2.m8.24276.m1	Mcavernosa10203-RA, Mcavernosa23271-RA, Mcavernosa11569-RA
OG0001685	plut2.m8.18397.m1	Mcavernosa17143-RA
OG0001685	plut2.m8.18409.m1	Mcavernosa17129-RA, Mcavernosa17131-RA
OG0001689	plut2.m8.2554.m1	Mcavernosa08756-RA, Mcavernosa08757-RA, Mcavernosa08752-RA
OG0001690	plut2.m8.22443.m1, plut2.m8.22446.m1, jamg1.model.Sc0000237.5	Mcavernosa17774-RA, Mcavernosa18567-RA
OG0001694	plut2.m8.8930.m1, plut2.m8.19108.m1, plut2.m8.19107.m1, plut2.m8.8927.m1, plut2.m8.19109.m1	Mcavernosa14584-RA, Mcavernosa34817-RA, Mcavernosa09327-RA, Mcavernosa34815-RA
OG0001695	plut2.m8.25200.m1, plut2.m8.25199.m1	Mcavernosa11364-RA
OG0001696	plut2.m8.5935.m1, plut2.m8.5932.m1	Mcavernosa24631-RA, Mcavernosa00553-RA, Mcavernosa24630-RA
OG0001697	plut2.m8.16451.m1	Mcavernosa13458-RA, Mcavernosa12863-RA, Mcavernosa13455-RA
OG0001698	plut2.m8.7879.m1, plut2.m8.7877.m1, plut2.m8.7880.m1, plut2.m8.7882.m1	Mcavernosa33294-RA, Mcavernosa27801-RA, Mcavernosa23300-RA
OG0001699	jamg1.model.Sc0000000.231	Mcavernosa12093-RA, Mcavernosa16000-RA, Mcavernosa19391-RA, Mcavernosa01063-RA
OG0001700	plut2.m8.26688.m1	Mcavernosa06601-RA, Mcavernosa06602-RA, Mcavernosa06600-RA, Mcavernosa06606-RA
OG0001701	plut2.m8.20581.m1	Mcavernosa17866-RA, Mcavernosa09223-RA, Mcavernosa09224-RA
OG0001701	plut2.m8.28428.m1, plut2.m8.30062.m1	Mcavernosa09235-RA, Mcavernosa09230-RA
OG0001703	plut2.m8.33260.m1, plut2.m8.22952.m1, jamg1.model.Sc0000497.7, plut2.m8.22951.m1, plut2.m8.22947.m1	Mcavernosa00968-RA
OG0001704	plut2.m8.25988.m1, plut2.m8.26074.m1	Mcavernosa04770-RA, Mcavernosa04781-RA, Mcavernosa24825-RA, Mcavernosa16473-RA, Mcavernosa24827-RA, Mcavernosa24826-RA
OG0001705	plut2.m8.29135.m1, plut2.m8.29136.m1, plut2.m8.9572.m1	Mcavernosa01829-RA, Mcavernosa33536-RA, Mcavernosa22015-RA
OG0001707	plut2.m8.13172.m1	Mcavernosa17301-RA, Mcavernosa12758-RA, Mcavernosa01451-RA
OG0001708	plut2.m8.3942.m1, plut2.m8.31547.m1, plut2.m8.31548.m1, plut2.m8.29627.m1	Mcavernosa20560-RA
OG0001709	plut2.m8.23399.m1	Mcavernosa09093-RA, Mcavernosa25900-RA
OG0001709	plut2.m8.22646.m1	Mcavernosa19776-RA
OG0001710	plut2.m8.7100.m1	Mcavernosa01380-RA, Mcavernosa01378-RA, Mcavernosa01379-RA
OG0001712	plut2.m8.3250.m1, plut2.m8.24630.m1	Mcavernosa07308-RA
OG0001713	jamg1.model.Sc0000195.22	Mcavernosa31202-RA
OG0001715	plut2.m8.13005.m1, plut2.m8.13004.m1	Mcavernosa04434-RA
OG0001716	plut2.m8.5452.m1	Mcavernosa19156-RA, Mcavernosa19157-RA
OG0001717	plut2.m8.17466.m1	Mcavernosa29064-RA, Mcavernosa34078-RA
OG0001718	plut2.m8.10461.m1, jamg1.model.Sc0000526.29	Mcavernosa18510-RA
OG0001719	plut2.m8.8212.m1	Mcavernosa06501-RA
OG0001720	plut2.m8.2496.m1	Mcavernosa16197-RA
OG0001722	plut2.m8.25608.m1	Mcavernosa06821-RA
OG0001723	plut2.m8.28573.m1	Mcavernosa10393-RA
OG0001723	plut2.m8.28575.m1	Mcavernosa10389-RA, Mcavernosa10392-RA
OG0001724	plut2.m8.3764.m1, plut2.m8.3761.m1	Mcavernosa13153-RA
OG0001725	plut2.m8.22262.m1, plut2.m8.22253.m1	Mcavernosa18891-RA, Mcavernosa25471-RA
OG0001726	plut2.m8.4506.m1	Mcavernosa21151-RA
OG0001726	plut2.m8.4508.m1	Mcavernosa21153-RA
OG0001727	plut2.m8.18117.m1, plut2.m8.31442.m1	Mcavernosa08114-RA
OG0001727	plut2.m8.20815.m1	Mcavernosa08134-RA
OG0001730	jamg1.model.Sc0000122.43	Mcavernosa04669-RA, Mcavernosa27656-RA
OG0001731	plut2.m8.13010.m1	Mcavernosa04429-RA
OG0001731	plut2.m8.23130.m1	Mcavernosa26339-RA
OG0001732	plut2.m8.5127.m1	Mcavernosa08049-RA
OG0001733	plut2.m8.7075.m1	Mcavernosa21017-RA
OG0001736	plut2.m8.15312.m1, plut2.m8.15313.m1	Mcavernosa21749-RA, Mcavernosa21748-RA
OG0001738	plut2.m8.2354.m1, plut2.m8.2364.m1, plut2.m8.2363.m1	Mcavernosa31851-RA
OG0001739	plut2.m8.22165.m1, plut2.m8.21719.m1, plut2.m8.21720.m1, plut2.m8.21722.m1, plut2.m8.21721.m1	Mcavernosa14124-RA, Mcavernosa23638-RA
OG0001740	plut2.m8.24487.m1	Mcavernosa11869-RA, Mcavernosa29386-RA
OG0001742	jamg1.model.Sc0000274.31	Mcavernosa20617-RA
OG0001743	plut2.m8.2289.m1	Mcavernosa33254-RA, Mcavernosa04592-RA
OG0001744	plut2.m8.674.m1	Mcavernosa15158-RA
OG0001744	plut2.m8.675.m1	Mcavernosa31250-RA
OG0001745	plut2.m8.30031.m1	Mcavernosa20894-RA, Mcavernosa20895-RA, Mcavernosa20896-RA
