Orthogroup	Acerv_assembly_v1.0.protein	Montipora_capitata_HIv2.genes.pep
OG0006182	Acerv_evm.model.Segkk2189_pilon.6	Montipora_capitata_PredGene_g60712.t1
OG0006183	Acerv_evm.model.Segkk2193_pilon.4	Montipora_capitata_PredGene_g48102.t1
OG0006184	Acerv_evm.model.Segkk2194_pilon.24	Montipora_capitata_PredGene_adi2mcaRNA28965_R0.t1
OG0006185	Acerv_evm.model.Segkk2194_pilon.25	Montipora_capitata_PredGene_adi2mcaRNA5755_R0.t1
OG0006186	Acerv_evm.model.Segkk2194_pilon.6	Montipora_capitata_PredGene_g60774.t1
OG0006187	Acerv_evm.model.Segkk2199_pilon.2	Montipora_capitata_PredGene_adi2mcaRNA3408_R1.t1
OG0006188	Acerv_evm.model.Segkk2201_pilon.41	Montipora_capitata_PredGene_g61030.t1
OG0006189	Acerv_evm.model.Segkk2737_pilon.22, Acerv_evm.model.Segkk2204_pilon.22, Acerv_evm.model.Segkk3905_pilon.5, Acerv_evm.model.Segkk2204_pilon.23	Montipora_capitata_PredGene_g3933.t1
OG0006190	Acerv_evm.model.Segkk2217_pilon.3, Acerv_evm.model.Segkk2217_pilon.6	Montipora_capitata_PredGene_g7091.t1
OG0006192	Acerv_evm.model.Segkk2218_pilon.4	Montipora_capitata_PredGene_g1762.t1
OG0006193	Acerv_evm.model.Segkk2219_pilon.38	Montipora_capitata_PredGene_g41793.t1
OG0006194	Acerv_evm.model.Segkk2219_pilon.8	Montipora_capitata_PredGene_adi2mcaRNA192_R1.t1
OG0006195	Acerv_evm.model.Segkk2222_pilon.4	Montipora_capitata_PredGene_g70569.t1
OG0006196	Acerv_evm.model.Segkk2222_pilon.8	Montipora_capitata_PredGene_g70553.t1
OG0006197	Acerv_evm.model.Segkk2223_pilon.3	Montipora_capitata_PredGene_g29267.t1
OG0006198	Acerv_evm.model.Segkk2223_pilon.5	Montipora_capitata_PredGene_g29265.t1
OG0006199	Acerv_evm.model.Segkk2226_pilon.16	Montipora_capitata_PredGene_adi2mcaRNA30352_R0.t1
OG0006200	Acerv_evm.model.Segkk2233_pilon.23	Montipora_capitata_PredGene_adi2mcaRNA19517_R2.t1
OG0006201	Acerv_evm.model.Segkk2240_pilon.22	Montipora_capitata_PredGene_g19112.t1
OG0006202	Acerv_evm.model.Segkk2240_pilon.27	Montipora_capitata_PredGene_g14932.t1
OG0006203	Acerv_evm.model.Segkk2240_pilon.14	Montipora_capitata_PredGene_g60913.t1
OG0006204	Acerv_evm.model.Segkk2240_pilon.6	Montipora_capitata_PredGene_g60905.t1
OG0006205	Acerv_evm.model.Segkk2242_pilon.6	Montipora_capitata_PredGene_g61068.t1
OG0006206	Acerv_evm.model.Segkk2246_pilon.5	Montipora_capitata_PredGene_g48630.t1
OG0006207	Acerv_evm.model.Segkk2255_pilon.8	Montipora_capitata_PredGene_g62080.t1
OG0006208	Acerv_evm.model.Segkk2261_pilon.12	Montipora_capitata_PredGene_g46895.t1
OG0006209	Acerv_evm.model.Segkk2264_pilon.39	Montipora_capitata_PredGene_g23712.t1
OG0006210	Acerv_evm.model.Segkk2270_pilon.6	Montipora_capitata_PredGene_g28243.t1
OG0006210	Acerv_evm.model.Segkk2270_pilon.7	Montipora_capitata_PredGene_g28242.t1
OG0006211	Acerv_evm.model.Segkk2279_pilon.3	Montipora_capitata_PredGene_g48123.t1
OG0006212	Acerv_evm.model.Segkk2283_pilon.2, Acerv_evm.model.Segkk3417_pilon.35	Montipora_capitata_PredGene_g31450.t1
OG0006213	Acerv_evm.model.Segkk2286_pilon.2	Montipora_capitata_PredGene_g13922.t1
OG0006215	Acerv_evm.model.Segkk2292_pilon.6	Montipora_capitata_PredGene_g58013.t1
OG0006216	Acerv_evm.model.Segkk2292_pilon.9	Montipora_capitata_PredGene_g58010.t1
OG0006217	Acerv_evm.model.Segkk2292_pilon.14	Montipora_capitata_PredGene_g26389.t1
OG0006218	Acerv_evm.model.Segkk2294_pilon.1	Montipora_capitata_PredGene_adi2mcaRNA30548_R0.t1
OG0006219	Acerv_evm.model.Segkk2300_pilon.21	Montipora_capitata_PredGene_g63256.t1
OG0006220	Acerv_evm.model.Segkk2300_pilon.19, Acerv_evm.model.Segkk2300_pilon.18	Montipora_capitata_PredGene_g63253.t1, Montipora_capitata_PredGene_g63252.t1
OG0006221	Acerv_evm.model.Segkk2300_pilon.12	Montipora_capitata_PredGene_g21110.t1, Montipora_capitata_PredGene_adi2mcaRNA4447_R1.t1
OG0006222	Acerv_evm.model.Segkk2303_pilon.10	Montipora_capitata_PredGene_g533.t1
OG0006223	Acerv_evm.model.Segkk2355_pilon.19	Montipora_capitata_PredGene_g18267.t1
OG0006223	Acerv_evm.model.Segkk2305_pilon.14	Montipora_capitata_PredGene_g2031.t1
OG0006224	Acerv_evm.model.Segkk2306_pilon.33	Montipora_capitata_PredGene_g25803.t1
OG0006225	Acerv_evm.model.Segkk2307_pilon.8	Montipora_capitata_PredGene_g31015.t1
OG0006226	Acerv_evm.model.Segkk2307_pilon.13	Montipora_capitata_PredGene_g31010.t1
OG0006227	Acerv_evm.model.Segkk2307_pilon.16, Acerv_evm.model.Segkk2307_pilon.15	Montipora_capitata_PredGene_g31007.t1
OG0006228	Acerv_evm.model.Segkk2311_pilon.6	Montipora_capitata_PredGene_g35149.t1
OG0006229	Acerv_evm.model.Segkk2312_pilon.4	Montipora_capitata_PredGene_g60209.t1, Montipora_capitata_PredGene_g8348.t1
OG0006230	Acerv_evm.model.Segkk2318_pilon.13	Montipora_capitata_PredGene_g27927.t1, Montipora_capitata_PredGene_g27914.t1
OG0006231	Acerv_evm.model.Segkk2322_pilon.31	Montipora_capitata_PredGene_adi2mcaRNA26989_R0.t1
OG0006232	Acerv_evm.model.Segkk2322_pilon.25	Montipora_capitata_PredGene_g40679.t1
OG0006233	Acerv_evm.model.Segkk2322_pilon.15	Montipora_capitata_PredGene_g47076.t1
OG0006234	Acerv_evm.model.Segkk2325_pilon.16	Montipora_capitata_PredGene_adi2mcaRNA8139_R0.t1
OG0006235	Acerv_evm.model.Segkk2326_pilon.1	Montipora_capitata_PredGene_adi2mcaRNA19994_R0.t1
OG0006236	Acerv_evm.model.Segkk2335_pilon.30	Montipora_capitata_PredGene_adi2mcaRNA19670_R0.t1
OG0006237	Acerv_evm.model.Segkk2339_pilon.3	Montipora_capitata_PredGene_g54257.t1
OG0006238	Acerv_evm.model.Segkk2343_pilon.3	Montipora_capitata_PredGene_g45188.t1
OG0006239	Acerv_evm.model.Segkk2351_pilon.9	Montipora_capitata_PredGene_g26875.t1
OG0006239	Acerv_evm.model.Segkk2351_pilon.10	Montipora_capitata_PredGene_g26882.t1
OG0006240	Acerv_evm.model.Segkk2355_pilon.22	Montipora_capitata_PredGene_g23261.t1
OG0006241	Acerv_evm.model.Segkk2356_pilon.16, Acerv_evm.model.Segkk2818_pilon.2	Montipora_capitata_PredGene_g32847.t1, Montipora_capitata_PredGene_g55024.t1, Montipora_capitata_PredGene_g55026.t1
OG0006242	Acerv_evm.model.Segkk2358_pilon.14	Montipora_capitata_PredGene_g71499.t1
OG0006243	Acerv_evm.model.Segkk2358_pilon.4	Montipora_capitata_PredGene_g71511.t1
OG0006244	Acerv_evm.model.Segkk2375_pilon.12	Montipora_capitata_PredGene_g67746.t1
OG0006245	Acerv_evm.model.Segkk2375_pilon.19	Montipora_capitata_PredGene_g13101.t1
OG0006246	Acerv_evm.model.Segkk2375_pilon.4	Montipora_capitata_PredGene_g67736.t1
OG0006247	Acerv_evm.model.Segkk4060_pilon.1, Acerv_evm.model.Segkk3250_pilon.5, Acerv_evm.model.Segkk2380_pilon.3	Montipora_capitata_PredGene_g14638.t1
OG0006248	Acerv_evm.model.Segkk2386_pilon.12	Montipora_capitata_PredGene_g45401.t1
OG0006249	Acerv_evm.model.Segkk2390_pilon.19	Montipora_capitata_PredGene_g45299.t1
OG0006250	Acerv_evm.model.Segkk2390_pilon.9	Montipora_capitata_PredGene_g8198.t1
OG0006251	Acerv_evm.model.Segkk2390_pilon.30, Acerv_evm.model.Segkk2390_pilon.31	Montipora_capitata_PredGene_g45311.t1
OG0006252	Acerv_evm.model.Segkk2390_pilon.26	Montipora_capitata_PredGene_g45307.t1
OG0006253	Acerv_evm.model.Segkk2401_pilon.5	Montipora_capitata_PredGene_g11236.t1
OG0006254	Acerv_evm.model.Segkk2410_pilon.14	Montipora_capitata_PredGene_g44693.t1
OG0006255	Acerv_evm.model.Segkk2412_pilon.1, Acerv_evm.model.Segkk3807_pilon.11	Montipora_capitata_PredGene_adi2mcaRNA24763_R0.t1
OG0006256	Acerv_evm.model.Segkk2420_pilon.5	Montipora_capitata_PredGene_g57656.t1
OG0006257	Acerv_evm.model.Segkk2425_pilon.2	Montipora_capitata_PredGene_g30583.t1
OG0006258	Acerv_evm.model.Segkk2425_pilon.4	Montipora_capitata_PredGene_g30581.t1
OG0006259	Acerv_evm.model.Segkk2431_pilon.6	Montipora_capitata_PredGene_g63841.t1
OG0006260	Acerv_evm.model.Segkk2431_pilon.3	Montipora_capitata_PredGene_g7177.t1
OG0006261	Acerv_evm.model.Segkk2433_pilon.21	Montipora_capitata_PredGene_adi2mcaRNA28469_R0.t1
OG0006262	Acerv_evm.model.Segkk2433_pilon.22	Montipora_capitata_PredGene_g28121.t1
OG0006263	Acerv_evm.model.Segkk2433_pilon.18	Montipora_capitata_PredGene_g28108.t1
OG0006264	Acerv_evm.model.Segkk2433_pilon.37, Acerv_evm.model.Segkk4153_pilon.7	Montipora_capitata_PredGene_g32407.t1
OG0006265	Acerv_evm.model.Segkk2445_pilon.15	Montipora_capitata_PredGene_g54494.t1
OG0006266	Acerv_evm.model.Segkk2451_pilon.27	Montipora_capitata_PredGene_adi2mcaRNA10629_R0.t1
OG0006267	Acerv_evm.model.Segkk2452_pilon.1, Acerv_evm.model.Segkk3320_pilon.22, Acerv_evm.model.Segkk3320_pilon.21	Montipora_capitata_PredGene_g66166.t1
OG0006268	Acerv_evm.model.Segkk2459_pilon.4	Montipora_capitata_PredGene_g33757.t1
OG0006269	Acerv_evm.model.Segkk2462_pilon.18	Montipora_capitata_PredGene_g37501.t1
OG0006270	Acerv_evm.model.Segkk2462_pilon.11	Montipora_capitata_PredGene_g7157.t1
OG0006271	Acerv_evm.model.Segkk2463_pilon.15	Montipora_capitata_PredGene_adi2mcaRNA13068_R1.t1
OG0006271	Acerv_evm.model.Segkk2463_pilon.14	Montipora_capitata_PredGene_g16343.t1
OG0006272	Acerv_evm.model.Segkk2463_pilon.28	Montipora_capitata_PredGene_g70589.t1
OG0006273	Acerv_evm.model.Segkk2464_pilon.2	Montipora_capitata_PredGene_g29044.t1, Montipora_capitata_PredGene_g56512.t1
OG0006274	Acerv_evm.model.Segkk2464_pilon.30	Montipora_capitata_PredGene_adi2mcaRNA2679_R0.t1
OG0006275	Acerv_evm.model.Segkk2464_pilon.21	Montipora_capitata_PredGene_g61000.t1
OG0006276	Acerv_evm.model.Segkk2468_pilon.33, Acerv_evm.model.Segkk2468_pilon.32	Montipora_capitata_PredGene_g70011.t1
OG0006277	Acerv_evm.model.Segkk2468_pilon.19	Montipora_capitata_PredGene_g43167.t1
OG0006278	Acerv_evm.model.Segkk2468_pilon.18	Montipora_capitata_PredGene_g43165.t1
OG0006279	Acerv_evm.model.Segkk2468_pilon.5	Montipora_capitata_PredGene_g43142.t1
OG0006280	Acerv_evm.model.Segkk2469_pilon.12	Montipora_capitata_PredGene_g60670.t1
OG0006281	Acerv_evm.model.Segkk2470_pilon.12	Montipora_capitata_PredGene_adi2mcaRNA30707_R0.t1
OG0006282	Acerv_evm.model.Segkk2471_pilon.9	Montipora_capitata_PredGene_g8823.t1
OG0006283	Acerv_evm.model.Segkk2471_pilon.5	Montipora_capitata_PredGene_g2594.t1
OG0006284	Acerv_evm.model.Segkk2479_pilon.1	Montipora_capitata_PredGene_g3500.t1
OG0006285	Acerv_evm.model.Segkk2480_pilon.12	Montipora_capitata_PredGene_g12004.t1
OG0006286	Acerv_evm.model.Segkk2481_pilon.9	Montipora_capitata_PredGene_g52526.t1
OG0006287	Acerv_evm.model.Segkk2483_pilon.20	Montipora_capitata_PredGene_adi2mcaRNA14388_R0.t1
OG0006288	Acerv_evm.model.Segkk2483_pilon.19	Montipora_capitata_PredGene_g33015.t1
OG0006289	Acerv_evm.model.Segkk2487_pilon.6	Montipora_capitata_PredGene_g60126.t1, Montipora_capitata_PredGene_g60116.t1
OG0006290	Acerv_evm.model.Segkk2487_pilon.17	Montipora_capitata_PredGene_g33628.t1
OG0006291	Acerv_evm.model.Segkk2489_pilon.4	Montipora_capitata_PredGene_g45009.t1, Montipora_capitata_PredGene_g36409.t1
OG0006292	Acerv_evm.model.Segkk2493_pilon.10	Montipora_capitata_PredGene_g57118.t1
OG0006293	Acerv_evm.model.Segkk2493_pilon.17	Montipora_capitata_PredGene_g14036.t1, Montipora_capitata_PredGene_g14038.t1
OG0006295	Acerv_evm.model.Segkk2493_pilon.14	Montipora_capitata_PredGene_g57120.t1
OG0006296	Acerv_evm.model.Segkk2498_pilon.5	Montipora_capitata_PredGene_g33571.t1
OG0006297	Acerv_evm.model.Segkk2502_pilon.2	Montipora_capitata_PredGene_g43834.t1, Montipora_capitata_PredGene_g43840.t1
OG0006298	Acerv_evm.model.Segkk2507_pilon.21	Montipora_capitata_PredGene_g57244.t1
OG0006299	Acerv_evm.model.Segkk2513_pilon.1	Montipora_capitata_PredGene_g54031.t1
OG0006300	Acerv_evm.model.Segkk2517_pilon.4	Montipora_capitata_PredGene_g53131.t1
OG0006301	Acerv_evm.model.Segkk2518_pilon.10	Montipora_capitata_PredGene_g3626.t1
OG0006303	Acerv_evm.model.Segkk2529_pilon.11	Montipora_capitata_PredGene_g62846.t1
OG0006304	Acerv_evm.model.Segkk2529_pilon.10	Montipora_capitata_PredGene_g62845.t1
OG0006305	Acerv_evm.model.Segkk2537_pilon.26	Montipora_capitata_PredGene_adi2mcaRNA27324_R1.t1, Montipora_capitata_PredGene_g29796.t1
OG0006306	Acerv_evm.model.Segkk2537_pilon.7	Montipora_capitata_PredGene_g39004.t1
OG0006307	Acerv_evm.model.Segkk2540_pilon.10	Montipora_capitata_PredGene_g60314.t1, Montipora_capitata_PredGene_g51416.t1
OG0006308	Acerv_evm.model.Segkk2540_pilon.11	Montipora_capitata_PredGene_g51417.t1
OG0006309	Acerv_evm.model.Segkk2542_pilon.2	Montipora_capitata_PredGene_adi2mcaRNA36665_R0.t1
OG0006310	Acerv_evm.model.Segkk2548_pilon.7	Montipora_capitata_PredGene_adi2mcaRNA11591_R0.t1
OG0006311	Acerv_evm.model.Segkk2550_pilon.11	Montipora_capitata_PredGene_g34044.t1
OG0006312	Acerv_evm.model.Segkk2550_pilon.17	Montipora_capitata_PredGene_g34042.t1
OG0006313	Acerv_evm.model.Segkk2554_pilon.8	Montipora_capitata_PredGene_g2084.t1, Montipora_capitata_PredGene_g2081.t1
OG0006314	Acerv_evm.model.Segkk2565_pilon.1	Montipora_capitata_PredGene_g32655.t1
OG0006315	Acerv_evm.model.Segkk2565_pilon.4	Montipora_capitata_PredGene_g18797.t1
OG0006316	Acerv_evm.model.Segkk2575_pilon.1	Montipora_capitata_PredGene_g22541.t1
OG0006317	Acerv_evm.model.Segkk2575_pilon.9	Montipora_capitata_PredGene_g22553.t1
OG0006318	Acerv_evm.model.Segkk2575_pilon.12	Montipora_capitata_PredGene_adi2mcaRNA16246_R0.t1
OG0006319	Acerv_evm.model.Segkk2576_pilon.5	Montipora_capitata_PredGene_g23893.t1
OG0006320	Acerv_evm.model.Segkk2576_pilon.7, Acerv_evm.model.Segkk2576_pilon.8, Acerv_evm.model.Segkk3070_pilon.3	Montipora_capitata_PredGene_g23890.t1
OG0006321	Acerv_evm.model.Segkk2577_pilon.2	Montipora_capitata_PredGene_g44633.t1
OG0006322	Acerv_evm.model.Segkk2579_pilon.3	Montipora_capitata_PredGene_g59503.t1
OG0006323	Acerv_evm.model.Segkk2579_pilon.13	Montipora_capitata_PredGene_adi2mcaRNA10524_R0.t1, Montipora_capitata_PredGene_g61807.t1
OG0006324	Acerv_evm.model.Segkk2580_pilon.4	Montipora_capitata_PredGene_g33788.t1
OG0006325	Acerv_evm.model.Segkk2583_pilon.4	Montipora_capitata_PredGene_g26517.t1, Montipora_capitata_PredGene_g13189.t1, Montipora_capitata_PredGene_g29724.t1, Montipora_capitata_PredGene_g17828.t1, Montipora_capitata_PredGene_g45157.t1, Montipora_capitata_PredGene_g39808.t1
OG0006326	Acerv_evm.model.Segkk2585_pilon.15	Montipora_capitata_PredGene_g45444.t1, Montipora_capitata_PredGene_g45443.t1
OG0006327	Acerv_evm.model.Segkk2587_pilon.2	Montipora_capitata_PredGene_g54985.t1
OG0006328	Acerv_evm.model.Segkk2596_pilon.33, Acerv_evm.model.Segkk2596_pilon.30, Acerv_evm.model.Segkk2596_pilon.29	Montipora_capitata_PredGene_g3110.t1
OG0006329	Acerv_evm.model.Segkk2596_pilon.19	Montipora_capitata_PredGene_g21211.t1
OG0006330	Acerv_evm.model.Segkk2596_pilon.49	Montipora_capitata_PredGene_g7437.t1
OG0006331	Acerv_evm.model.Segkk2598_pilon.10	Montipora_capitata_PredGene_g28479.t1
OG0006332	Acerv_evm.model.Segkk2614_pilon.10, Acerv_evm.model.Segkk3765_pilon.15	Montipora_capitata_PredGene_adi2mcaRNA40027_R0.t1
OG0006333	Acerv_evm.model.Segkk2614_pilon.11	Montipora_capitata_PredGene_g26533.t1
OG0006334	Acerv_evm.model.Segkk2614_pilon.8, Acerv_evm.model.Segkk4289_pilon.1	Montipora_capitata_PredGene_g45184.t1
OG0006335	Acerv_evm.model.Segkk2614_pilon.9	Montipora_capitata_PredGene_adi2mcaRNA10406_R0.t1
OG0006337	Acerv_evm.model.Segkk2627_pilon.5	Montipora_capitata_PredGene_g11526.t1
OG0006338	Acerv_evm.model.Segkk2637_pilon.1, Acerv_evm.model.Segkk3984_pilon.2	Montipora_capitata_PredGene_g18865.t1
OG0006339	Acerv_evm.model.Segkk2637_pilon.11	Montipora_capitata_PredGene_g42494.t1
OG0006340	Acerv_evm.model.Segkk2641_pilon.6	Montipora_capitata_PredGene_g18749.t1
OG0006341	Acerv_evm.model.Segkk2651_pilon.15	Montipora_capitata_PredGene_g52734.t1
OG0006343	Acerv_evm.model.Segkk2653_pilon.2	Montipora_capitata_PredGene_g56243.t1
OG0006344	Acerv_evm.model.Segkk2663_pilon.1, Acerv_evm.model.Segkk3639_pilon.6	Montipora_capitata_PredGene_g64511.t1
OG0006345	Acerv_evm.model.Segkk2666_pilon.28	Montipora_capitata_PredGene_g56413.t1
OG0006345	Acerv_evm.model.Segkk3547_pilon.4	Montipora_capitata_PredGene_g51003.t1, Montipora_capitata_PredGene_g40215.t1, Montipora_capitata_PredGene_g40594.t1, Montipora_capitata_PredGene_adi2mcaRNA36407_R5.t1, Montipora_capitata_PredGene_g56416.t1
OG0006346	Acerv_evm.model.Segkk2666_pilon.42	Montipora_capitata_PredGene_g40599.t1, Montipora_capitata_PredGene_g55479.t1, Montipora_capitata_PredGene_g64903.t1, Montipora_capitata_PredGene_g54456.t1, Montipora_capitata_PredGene_g57933.t1, Montipora_capitata_PredGene_g3351.t1
OG0006347	Acerv_evm.model.Segkk2668_pilon.14	Montipora_capitata_PredGene_g58964.t1
OG0006348	Acerv_evm.model.Segkk2669_pilon.7	Montipora_capitata_PredGene_g41948.t1
OG0006349	Acerv_evm.model.Segkk3515_pilon.16, Acerv_evm.model.Segkk3515_pilon.17, Acerv_evm.model.Segkk2675_pilon.2	Montipora_capitata_PredGene_g61482.t1
OG0006350	Acerv_evm.model.Segkk2690_pilon.1	Montipora_capitata_PredGene_g20455.t1, Montipora_capitata_PredGene_adi2mcaRNA29508_R1.t1
OG0006351	Acerv_evm.model.Segkk2695_pilon.4	Montipora_capitata_PredGene_adi2mcaRNA14950_R0.t1
OG0006352	Acerv_evm.model.Segkk2701_pilon.2	Montipora_capitata_PredGene_g54961.t1
OG0006353	Acerv_evm.model.Segkk2821_pilon.11, Acerv_evm.model.Segkk2704_pilon.1	Montipora_capitata_PredGene_adi2mcaRNA34092_R0.t1
OG0006354	Acerv_evm.model.Segkk2712_pilon.2	Montipora_capitata_PredGene_g58087.t1
OG0006355	Acerv_evm.model.Segkk2722_pilon.28	Montipora_capitata_PredGene_g48209.t1, Montipora_capitata_PredGene_g65890.t1
OG0006356	Acerv_evm.model.Segkk2722_pilon.13	Montipora_capitata_PredGene_g51372.t1, Montipora_capitata_PredGene_g61172.t1
OG0006357	Acerv_evm.model.Segkk2723_pilon.22	Montipora_capitata_PredGene_g8415.t1
OG0006358	Acerv_evm.model.Segkk2723_pilon.10	Montipora_capitata_PredGene_g58050.t1
OG0006359	Acerv_evm.model.Segkk2723_pilon.19	Montipora_capitata_PredGene_g58042.t1
OG0006360	Acerv_evm.model.Segkk2737_pilon.2	Montipora_capitata_PredGene_g36891.t1
OG0006361	Acerv_evm.model.Segkk3857_pilon.18, Acerv_evm.model.Segkk2737_pilon.11	Montipora_capitata_PredGene_g49031.t1
OG0006362	Acerv_evm.model.Segkk2737_pilon.19	Montipora_capitata_PredGene_g36912.t1
OG0006363	Acerv_evm.model.Segkk2741_pilon.6	Montipora_capitata_PredGene_g67361.t1
OG0006364	Acerv_evm.model.Segkk2748_pilon.11	Montipora_capitata_PredGene_g60383.t1
OG0006365	Acerv_evm.model.Segkk2749_pilon.2	Montipora_capitata_PredGene_g33728.t1
OG0006366	Acerv_evm.model.Segkk2751_pilon.9	Montipora_capitata_PredGene_g22603.t1
OG0006367	Acerv_evm.model.Segkk2751_pilon.3	Montipora_capitata_PredGene_g22616.t1
OG0006368	Acerv_evm.model.Segkk2752_pilon.7	Montipora_capitata_PredGene_g22812.t1, Montipora_capitata_PredGene_adi2mcaRNA27519_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA9100_R8.t1
OG0006369	Acerv_evm.model.Segkk2758_pilon.17	Montipora_capitata_PredGene_g46197.t1
OG0006370	Acerv_evm.model.Segkk2759_pilon.11	Montipora_capitata_PredGene_g57001.t1
OG0006371	Acerv_evm.model.Segkk2759_pilon.22	Montipora_capitata_PredGene_g7721.t1
OG0006372	Acerv_evm.model.Segkk2759_pilon.8	Montipora_capitata_PredGene_g17430.t1
OG0006373	Acerv_evm.model.Segkk2759_pilon.4	Montipora_capitata_PredGene_g17434.t1
OG0006374	Acerv_evm.model.Segkk2760_pilon.6	Montipora_capitata_PredGene_g36795.t1
OG0006375	Acerv_evm.model.Segkk2764_pilon.8	Montipora_capitata_PredGene_g44133.t1
OG0006376	Acerv_evm.model.Segkk2765_pilon.5	Montipora_capitata_PredGene_g62438.t1
OG0006377	Acerv_evm.model.Segkk4218_pilon.1	Montipora_capitata_PredGene_adi2mcaRNA25530_R1.t1
OG0006378	Acerv_evm.model.Segkk2777_pilon.3	Montipora_capitata_PredGene_g39481.t1
OG0006379	Acerv_evm.model.Segkk2779_pilon.13	Montipora_capitata_PredGene_g67357.t1
OG0006380	Acerv_evm.model.Segkk2779_pilon.14	Montipora_capitata_PredGene_g67358.t1, Montipora_capitata_PredGene_g37171.t1
OG0006381	Acerv_evm.model.Segkk2780_pilon.3	Montipora_capitata_PredGene_g43712.t1
OG0006382	Acerv_evm.model.Segkk2780_pilon.8	Montipora_capitata_PredGene_g43717.t1, Montipora_capitata_PredGene_g43720.t1
OG0006383	Acerv_evm.model.Segkk2781_pilon.20	Montipora_capitata_PredGene_g22031.t1
OG0006384	Acerv_evm.model.Segkk2782_pilon.15	Montipora_capitata_PredGene_g56880.t1
OG0006385	Acerv_evm.model.Segkk2782_pilon.26	Montipora_capitata_PredGene_g12451.t1
OG0006386	Acerv_evm.model.Segkk2782_pilon.21	Montipora_capitata_PredGene_g8666.t1
OG0006387	Acerv_evm.model.Segkk2782_pilon.28	Montipora_capitata_PredGene_g12453.t1
OG0006388	Acerv_evm.model.Segkk2782_pilon.9, Acerv_evm.model.Segkk2782_pilon.8	Montipora_capitata_PredGene_adi2mcaRNA1849_R0.t1
OG0006389	Acerv_evm.model.Segkk2782_pilon.6	Montipora_capitata_PredGene_g28020.t1
OG0006390	Acerv_evm.model.Segkk2782_pilon.2	Montipora_capitata_PredGene_g28025.t1
OG0006391	Acerv_evm.model.Segkk2782_pilon.1, Acerv_evm.model.Segkk3323_pilon.1	Montipora_capitata_PredGene_g54323.t1
OG0006392	Acerv_evm.model.Segkk2785_pilon.3	Montipora_capitata_PredGene_g32278.t1
OG0006393	Acerv_evm.model.Segkk3187_pilon.8, Acerv_evm.model.Segkk2787_pilon.2	Montipora_capitata_PredGene_g15993.t1
OG0006395	Acerv_evm.model.Segkk2792_pilon.6	Montipora_capitata_PredGene_g43121.t1
OG0006396	Acerv_evm.model.Segkk2793_pilon.2	Montipora_capitata_PredGene_g65939.t1
OG0006397	Acerv_evm.model.Segkk2795_pilon.5	Montipora_capitata_PredGene_g34406.t1
OG0006398	Acerv_evm.model.Segkk2795_pilon.12, Acerv_evm.model.Segkk2795_pilon.13, Acerv_evm.model.Segkk2795_pilon.14	Montipora_capitata_PredGene_g34400.t1
OG0006399	Acerv_evm.model.Segkk2795_pilon.16	Montipora_capitata_PredGene_adi2mcaRNA11011_R0.t1
OG0006400	Acerv_evm.model.Segkk2797_pilon.8	Montipora_capitata_PredGene_g21150.t1
OG0006401	Acerv_evm.model.Segkk2802_pilon.2	Montipora_capitata_PredGene_g9254.t1
OG0006402	Acerv_evm.model.Segkk2806_pilon.4	Montipora_capitata_PredGene_g8029.t1
OG0006403	Acerv_evm.model.Segkk2808_pilon.21	Montipora_capitata_PredGene_g70204.t1
OG0006404	Acerv_evm.model.Segkk2811_pilon.28, Acerv_evm.model.Segkk3152_pilon.2	Montipora_capitata_PredGene_g56099.t1
OG0006405	Acerv_evm.model.Segkk2811_pilon.18	Montipora_capitata_PredGene_g56980.t1
OG0006406	Acerv_evm.model.Segkk2817_pilon.3	Montipora_capitata_PredGene_adi2mcaRNA13035_R0.t1
OG0006407	Acerv_evm.model.Segkk2819_pilon.1	Montipora_capitata_PredGene_g35549.t1
OG0006408	Acerv_evm.model.Segkk2821_pilon.7	Montipora_capitata_PredGene_g40930.t1
OG0006409	Acerv_evm.model.Segkk2826_pilon.10	Montipora_capitata_PredGene_adi2mcaRNA7339_R0.t1
OG0006410	Acerv_evm.model.Segkk2826_pilon.22	Montipora_capitata_PredGene_g6531.t1
